발생일시,월별,시간대별,관할해경서,발생해역,위도,경도,기상상태,발생원인,발생유형,사고선박수,발생인원,구조,부상,사망,실종,선 종,톤수
2023-08-18 19:08:00,8,19,부산,영해,35 | 5 | 48,129 | 8 | 26,양호,정비불량,기관손상,1,1,1,0,0,0,기타,1447
2023-08-18 19:08:00,8,19,부산,영해,35 | 5 | 48,129 | 8 | 26,양호,정비불량,기관손상,1,4,4,0,0,0,예부선,107
2023-08-18 19:05:00,8,19,서귀포,영해-EEZ,32 | 34 | 60,126 | 12 | 0,양호,정비불량,기관손상,1,13,13,0,0,0,어선,29
2023-08-18 16:59:00,8,16,태안,영해,36 | 24 | 6,126 | 23 | 13,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3
2023-08-18 13:11:00,8,13,속초,영해,38 | 30 | 47,128 | 26 | 12,양호,안전부주의,작업 중 인명사상,1,1,1,1,0,0,관공선,72
2023-08-18 12:28:00,8,12,목포,영해,35 | 8 | 7,125 | 58 | 60,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,4.99
2023-08-18 09:48:00,8,9,사천,항계 내,34 | 55 | 36,128 | 3 | 15,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3
2023-08-18 08:06:00,8,8,완도,항계 내,34 | 15 | 46,126 | 58 | 32,양호,정비불량,기관손상,1,3,3,0,0,0,낚시어선,2.99
2023-08-18 07:58:00,8,7,부안,영해,35 | 39 | 12,126 | 6 | 48,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,0.66
2023-08-18 07:51:00,8,7,제주,영해,33 | 58 | 60,126 | 19 | 60,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,2.9
2023-08-18 06:31:00,8,6,동해,영해,37 | 13 | 15,129 | 20 | 57,양호,정비불량,추진기손상,1,1,1,0,0,0,어선,1.01
2023-08-18 06:17:00,8,6,목포,영해,34 | 21 | 55,126 | 8 | 2,양호,운항부주의,부유물감김,1,8,8,0,0,0,어선,9.77
2023-08-18 04:05:00,8,4,통영,항계 내,34 | 55 | 17,128 | 31 | 27,양호,관리소홀,침몰,1,0,0,0,0,0,어선,1.98
2023-08-18 01:52:00,8,1,통영,영해,34 | 39 | 33,128 | 34 | 8,양호,정비불량,추진기손상,1,21,21,0,0,0,낚시어선,9.77
2023-08-17 18:12:00,8,18,태안,영해,36 | 34 | 44,125 | 56 | 32,양호,정비불량,기관손상,1,10,10,0,0,0,화물선,2676
2023-08-17 13:40:00,8,13,목포,영해,34 | 41 | 59,125 | 26 | 46,양호,정비불량,기관손상,1,78,78,0,0,0,여객선,287
2023-08-17 11:50:00,8,11,창원,항계 내,35 | 11 | 56,128 | 34 | 41,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,2.97
2023-08-17 11:48:00,8,11,포항,영해,35 | 54 | 20,129 | 40 | 53,양호,운항부주의,충돌,1,9,9,0,0,0,어선,29
2023-08-17 11:48:00,8,11,포항,영해,35 | 54 | 20,129 | 40 | 53,양호,운항부주의,충돌,1,11,11,0,0,0,어선,47
2023-08-17 06:41:00,8,6,태안,영해,36 | 44 | 39,125 | 57 | 42,양호,원인미상,운항저해,1,1,1,0,0,0,모터보트,0.36
2023-08-17 06:10:00,8,6,제주,영해,33 | 31 | 26,126 | 19 | 54,양호,정비불량,기관손상,1,6,6,0,0,0,어선,9.77
2023-08-17 04:48:00,8,4,부산,영해,34 | 58 | 14,129 | 0 | 25,양호,기타 ,추진기손상,1,2,2,0,0,0,어선,3
2023-08-17 00:24:00,8,0,통영,영해,34 | 37 | 40,128 | 24 | 23,양호,정비불량,키손상,1,18,18,0,0,0,어선,9.77
2023-08-16 21:05:00,8,21,부산,영해,35 | 0 | 1,128 | 56 | 12,양호,기타 ,기관손상,1,6,6,0,0,0,기타,337
2023-08-16 20:35:00,8,20,제주,영해,33 | 36 | 0,126 | 37 | 0,양호,정비불량,기관손상,1,3,3,0,0,0,어선,5.82
2023-08-16 19:59:00,8,19,부안,영해,35 | 35 | 31,126 | 25 | 21,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3
2023-08-16 19:36:00,8,19,사천,항계 내,34 | 56 | 58,127 | 53 | 17,양호,원인미상,실종(선박),1,1,0,0,1,0,어선,1.98
2023-08-16 07:40:00,8,7,여수,영해,34 | 17 | 36,127 | 49 | 46,양호,정비불량,추진기손상,1,20,20,0,0,0,낚시어선,9.77
2023-08-16 06:58:00,8,6,창원,영해,34 | 52 | 14,128 | 48 | 25,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,1.96
2023-08-15 21:50:00,8,21,완도,항계 내,34 | 19 | 8,126 | 56 | 53,양호,운항부주의,부유물감김,1,2,2,0,0,0,기타,15
2023-08-15 21:16:00,8,21,태안,영해,36 | 35 | 14,125 | 49 | 18,양호,정비불량,기관손상,1,12,12,0,0,0,어선,46
2023-08-15 18:50:00,8,18,인천,영해,37 | 26 | 31,126 | 21 | 45,양호,기타 ,속구손상,1,5,5,0,0,0,요트,6.23
2023-08-15 17:00:00,8,17,평택,영해,37 | 7 | 12,126 | 34 | 35,양호,원인미상,운항저해,1,3,3,0,0,0,모터보트,2.52
2023-08-15 14:48:00,8,14,통영,영해,34 | 37 | 60,128 | 10 | 60,풍랑주의보,운항부주의,부유물감김,1,2,2,0,0,0,모터보트,1.2
2023-08-15 14:17:00,8,14,보령,영해,36 | 27 | 23,126 | 28 | 58,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,1.36
2023-08-15 14:07:00,8,14,인천,영해,37 | 17 | 3,126 | 21 | 33,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,0.68
2023-08-15 10:20:00,8,10,사천,영해,34 | 49 | 0,128 | 10 | 30,양호,운항부주의,부유물감김,1,6,6,0,0,0,낚시어선,6.66
2023-08-15 09:04:00,8,9,목포,영해,34 | 41 | 39,126 | 12 | 38,양호,운항부주의,좌초/좌주,1,2,2,0,0,0,어선,6.6
2023-08-15 06:51:00,8,6,부산,영해,35 | 2 | 52,129 | 1 | 54,양호,안전부주의,화재,1,12,12,0,0,0,화물선,2252
2023-08-15 06:07:00,8,6,창원,영해,34 | 50 | 48,128 | 50 | 46,양호,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77
2023-08-15 05:05:00,8,5,부산,항계 내,35 | 3 | 29,129 | 6 | 47,양호,정비불량,기관손상,1,9,9,0,0,0,화물선,858
2023-08-14 23:18:00,8,23,제주,영해,33 | 31 | 48,126 | 59 | 54,양호,정비불량,운항저해,1,2,2,0,0,0,어선,3.5
2023-08-14 21:30:00,8,21,목포,영해,35 | 2 | 35,126 | 17 | 55,양호,운항부주의,운항저해,1,0,0,0,0,0,기타,0
2023-08-14 21:30:00,8,21,목포,영해,35 | 2 | 35,126 | 17 | 55,양호,운항부주의,운항저해,1,0,0,0,0,0,고무보트,0
2023-08-14 16:41:00,8,16,목포,영해,34 | 7 | 7,126 | 7 | 4,양호,운항부주의,부유물감김,1,18,18,0,0,0,낚시어선,9.77
2023-08-14 16:38:00,8,16,완도,항계 내,34 | 16 | 57,126 | 30 | 46,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,64
2023-08-14 16:38:00,8,16,완도,항계 내,34 | 16 | 57,126 | 30 | 46,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,491
2023-08-14 16:19:00,8,16,통영,영해,34 | 43 | 30,128 | 22 | 57,양호,연료고갈,운항저해,1,3,3,0,0,0,요트,0
2023-08-14 16:00:00,8,16,목포,영해,35 | 2 | 41,126 | 12 | 7,양호,운항부주의,좌초/좌주,1,1,1,0,0,0,어선,2.55
2023-08-14 15:18:00,8,15,창원,항계 내,35 | 5 | 21,128 | 46 | 59,양호,연료고갈,운항저해,1,2,2,0,0,0,모터보트,3.4
2023-08-14 14:41:00,8,14,목포,영해,35 | 2 | 39,126 | 12 | 7,양호,정비불량,키손상,1,2,2,0,0,0,어선,3
2023-08-14 14:02:00,8,14,포항,영해,35 | 46 | 59,129 | 29 | 31,양호,운항부주의,기관손상,1,1,1,0,0,0,기타,0.5
2023-08-14 13:37:00,8,13,군산,항계 내,35 | 59 | 8,126 | 38 | 36,양호,정비불량,침수,1,2,2,0,0,0,어선,2.32
2023-08-14 07:42:00,8,7,포항,영해,36 | 9 | 45,129 | 31 | 23,양호,운항부주의,기관손상,1,2,2,0,0,0,어선,3
2023-08-14 06:35:00,8,6,제주,영해,33 | 33 | 0,126 | 37 | 60,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.63
2023-08-14 04:06:00,8,4,목포,영해,34 | 25 | 5,126 | 1 | 13,양호,관리소홀,속구손상,1,6,6,0,0,0,어선,9.77
2023-08-13 23:57:00,8,23,울산,영해-EEZ,35 | 28 | 21,130 | 19 | 41,양호,운항부주의,충돌,1,7,7,0,0,0,어선,21
2023-08-13 23:57:00,8,23,울산,영해-EEZ,35 | 28 | 21,130 | 19 | 41,양호,운항부주의,충돌,1,14,14,0,0,0,어선,24
2023-08-13 20:27:00,8,20,부안,영해,35 | 43 | 30,126 | 31 | 39,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,9.77
2023-08-13 18:23:00,8,18,통영,영해,34 | 32 | 8,128 | 25 | 24,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3.28
2023-08-13 16:10:00,8,16,사천,항계 내,34 | 50 | 20,128 | 4 | 35,양호,연료고갈,표류,1,2,2,0,0,0,모터보트,0.77
2023-08-13 14:18:00,8,14,인천,영해,37 | 22 | 27,126 | 23 | 48,양호,연료고갈,운항저해,1,4,4,0,0,0,고무보트,0.1
2023-08-13 13:30:00,8,13,목포,항계 내,35 | 21 | 29,126 | 26 | 29,양호,관리소홀,화재,1,0,0,0,0,0,어선,2.1
2023-08-13 13:16:00,8,13,평택,영해,37 | 5 | 27,126 | 32 | 15,양호,정비불량,추진기손상,1,1,1,0,0,0,고무보트,1
2023-08-13 10:50:00,8,10,서귀포,영해,33 | 13 | 0,126 | 39 | 0,양호,정비불량,운항저해,1,1,1,0,0,0,어선,1.97
2023-08-13 10:44:00,8,10,평택,영해,37 | 17 | 48,126 | 44 | 17,양호,연료고갈,운항저해,1,3,3,0,0,0,고무보트,1
2023-08-13 10:29:00,8,10,부안,항계 내,35 | 26 | 57,126 | 25 | 31,양호,관리소홀,침수,1,1,1,0,0,0,모터보트,1.8
2023-08-13 10:05:00,8,10,목포,영해,34 | 46 | 38,126 | 24 | 55,양호,정비불량,기관손상,1,4,4,0,0,0,예부선,87
2023-08-13 09:56:00,8,9,통영,영해,34 | 50 | 26,128 | 18 | 2,양호,운항부주의,부유물감김,1,4,4,0,0,0,요트,0
2023-08-13 09:19:00,8,9,인천,영해,37 | 17 | 7,126 | 26 | 35,양호,정비불량,키손상,1,5,5,0,0,0,어선,7.93
2023-08-13 07:30:00,8,7,완도,항계 내,34 | 16 | 6,126 | 47 | 58,양호,정비불량,키손상,1,12,12,0,0,0,어선,72
2023-08-13 05:55:00,8,5,평택,협수로,37 | 1 | 57,126 | 41 | 21,양호,정비불량,기관손상,1,22,22,0,0,0,화물선,39009
2023-08-13 05:50:00,8,5,사천,영해,34 | 55 | 50,128 | 2 | 53,양호,운항부주의,접촉,1,12,12,1,0,0,낚시어선,5.48
2023-08-13 04:20:00,8,4,부안,항계 내,35 | 37 | 12,126 | 28 | 10,양호,관리소홀,기타,1,0,0,0,0,0,어선,7.93
2023-08-13 01:03:00,8,1,통영,영해,34 | 38 | 21,128 | 23 | 8,양호,운항부주의,부유물감김,1,9,9,0,0,0,어선,7.93
2023-08-13 00:31:00,8,0,서귀포,영해,33 | 31 | 0,126 | 57 | 0,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.69
2023-08-12 17:18:00,8,17,평택,영해,37 | 0 | 29,126 | 7 | 36,양호,운항부주의,부유물감김,1,21,21,0,0,0,낚시어선,9.77
2023-08-12 16:06:00,8,16,목포,영해,34 | 49 | 17,125 | 46 | 58,양호,정비불량,운항저해,1,10,10,0,0,0,화물선,2792
2023-08-12 15:01:00,8,15,여수,영해,34 | 37 | 37,127 | 10 | 17,양호,정비불량,추진기손상,1,4,4,0,0,0,모터보트,0.66
2023-08-12 13:49:00,8,13,울진,영해,36 | 53 | 40,129 | 25 | 8,양호,운항부주의,좌초/좌주,1,3,3,0,0,0,고무보트,0.7
2023-08-12 13:41:00,8,13,창원,영해,35 | 0 | 11,128 | 48 | 38,양호,운항부주의,부유물감김,1,5,5,0,0,0,요트,6.4
2023-08-12 13:40:00,8,13,완도,항계 내,34 | 24 | 59,126 | 58 | 12,양호,정비불량,기관손상,1,3,3,0,0,0,어선,14
2023-08-12 13:15:00,8,13,서귀포,영해,33 | 10 | 30,126 | 14 | 10,양호,배터리 방전,운항저해,1,2,2,0,0,0,고무보트,0
2023-08-12 11:47:00,8,11,통영,영해,34 | 42 | 30,128 | 32 | 4,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.45
2023-08-12 11:25:00,8,11,태안,영해,36 | 29 | 20,126 | 4 | 26,양호,정비불량,기관손상,1,13,13,0,0,0,낚시어선,5.73
2023-08-12 10:01:00,8,10,목포,영해,34 | 43 | 7,126 | 15 | 23,양호,정비불량,기관손상,1,4,4,0,0,0,예부선,99
2023-08-12 09:32:00,8,9,포항,영해,35 | 53 | 34,129 | 32 | 18,양호,운항부주의,기관손상,1,1,1,0,0,0,어선,4.67
2023-08-12 09:15:00,8,9,군산,영해,35 | 50 | 6,126 | 25 | 3,양호,정비불량,추진기손상,1,2,2,0,0,0,모터보트,3.38
2023-08-12 08:58:00,8,8,통영,항계 내,34 | 49 | 44,128 | 24 | 9,양호,정비불량,침수,1,0,0,0,0,0,어선,4.99
2023-08-12 08:36:00,8,8,여수,영해,34 | 30 | 20,127 | 5 | 40,양호,정비불량,화재,1,1,1,0,0,0,어선,1.04
2023-08-12 08:15:00,8,8,보령,영해,36 | 18 | 38,126 | 27 | 15,양호,원인미상,추진기손상,1,5,5,0,0,0,모터보트,0.93
2023-08-12 08:03:00,8,8,울진,영해,37 | 7 | 36,129 | 32 | 47,양호,운항부주의,부유물감김,1,9,9,0,0,0,어선,46
2023-08-12 06:53:00,8,6,여수,영해,34 | 28 | 10,127 | 24 | 24,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,2.99
2023-08-12 05:33:00,8,5,여수,영해,34 | 11 | 17,127 | 55 | 28,양호,배터리 방전,운항저해,1,18,18,0,0,0,낚시어선,9.77
2023-08-12 04:38:00,8,4,군산,영해,35 | 59 | 48,126 | 14 | 24,양호,운항부주의,좌초/좌주,1,10,10,0,0,0,낚시어선,5.6
2023-08-12 01:57:00,8,1,완도,항계 내,34 | 21 | 0,126 | 25 | 60,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,46
2023-08-12 01:57:00,8,1,완도,항계 내,34 | 21 | 0,126 | 25 | 60,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,672
2023-08-11 20:00:00,8,20,여수,영해,34 | 19 | 21,127 | 46 | 48,양호,운항부주의,부유물감김,1,10,10,0,0,0,어선,48
2023-08-11 19:32:00,8,19,평택,영해,37 | 6 | 18,126 | 20 | 12,양호,관리소홀,기관손상,1,4,4,0,0,0,예부선,198
2023-08-11 16:36:00,8,16,통영,항계 내,35 | 2 | 26,128 | 28 | 28,양호,관리소홀,전복,1,0,0,0,0,0,어선,1.54
2023-08-11 15:22:00,8,15,목포,영해,34 | 48 | 6,126 | 21 | 39,양호,정비불량,기관손상,1,12,12,0,0,0,어선,139
2023-08-11 15:12:00,8,15,여수,영해,34 | 20 | 18,127 | 49 | 13,양호,운항부주의,부유물감김,1,12,12,0,0,0,낚시어선,9.77
2023-08-11 14:49:00,8,14,태안,영해,36 | 25 | 59,125 | 49 | 59,풍랑주의보,운항부주의,부유물감김,1,8,8,0,0,0,어선,29
2023-08-11 12:53:00,8,12,서귀포,영해,33 | 13 | 54,126 | 34 | 12,양호,정비불량,키손상,1,2,2,0,0,0,어선,4.2
2023-08-11 12:47:00,8,12,부산,항계 내,35 | 6 | 2,129 | 2 | 40,양호,정비불량,표류,1,0,0,0,0,0,예부선,2121
2023-08-11 11:10:00,8,11,부산,항계 내,35 | 11 | 1,129 | 13 | 29,양호,정비불량,기관손상,1,2,2,0,0,0,어선,1.99
2023-08-11 09:50:00,8,9,목포,영해,34 | 47 | 6,126 | 23 | 14,양호,정비불량,기관손상,1,5,5,0,0,0,예부선,85
2023-08-11 09:28:00,8,9,부산,항계 내,35 | 7 | 29,129 | 3 | 6,양호,관리소홀,표류,1,0,0,0,0,0,화물선,498
2023-08-11 09:28:00,8,9,부산,항계 내,35 | 7 | 29,129 | 3 | 6,양호,관리소홀,표류,1,0,0,0,0,0,화물선,74
2023-08-11 08:02:00,8,8,완도,항계 내,34 | 10 | 13,126 | 47 | 9,양호,운항부주의,부유물감김,1,11,11,0,0,0,어선,75
2023-08-11 04:37:00,8,4,부산,영해,34 | 52 | 14,129 | 1 | 23,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,5.61
2023-08-11 00:14:00,8,0,목포,영해,34 | 31 | 46,126 | 8 | 18,양호,정비불량,기관손상,1,16,16,0,0,0,화물선,4881
2023-08-10 20:26:00,8,20,서귀포,항계 내,33 | 13 | 60,126 | 33 | 0,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,1.27
2023-08-10 12:24:00,8,12,목포,영해,34 | 4 | 29,125 | 45 | 0,태풍주의보,정비불량,기관손상,1,17,17,0,0,0,화물선,10838
2023-08-10 09:27:00,8,9,부산,항계 내,35 | 3 | 52,129 | 0 | 40,풍랑주의보,기상악화,표류,1,0,0,0,0,0,어선,398
2023-08-10 09:23:00,8,9,창원,항계 내,34 | 50 | 6,128 | 42 | 9,태풍주의보,관리소홀,침수,1,0,0,0,0,0,어선,2.68
2023-08-09 16:02:00,8,16,인천,영해,37 | 33 | 35,126 | 14 | 46,양호,운항부주의,좌초/좌주,1,8,8,0,0,0,어선,9.77
2023-08-09 01:56:00,8,1,보령,항계 내,36 | 0 | 19,126 | 39 | 36,양호,운항부주의,좌초/좌주,1,6,6,0,0,0,어선,9.77
2023-08-09 01:56:00,8,1,보령,항계 내,36 | 0 | 19,126 | 39 | 36,양호,운항부주의,좌초/좌주,1,1,1,0,0,0,어선,7.93
2023-08-08 23:54:00,8,23,목포,영해,34 | 11 | 58,126 | 12 | 20,양호,정비불량,키손상,1,3,3,0,0,0,어선,29
2023-08-08 12:18:00,8,12,인천,영해,37 | 13 | 55,126 | 28 | 20,양호,관리소홀,표류,1,0,0,0,0,0,어선,4.99
2023-08-08 04:05:00,8,4,목포,영해,34 | 47 | 2,126 | 24 | 23,양호,정비불량,기관손상,1,7,7,0,0,0,어선,9.77
2023-08-08 04:03:00,8,4,여수,영해,34 | 20 | 42,127 | 47 | 58,양호,정비불량,기관손상,1,9,9,0,0,0,낚시어선,9.77
2023-08-07 21:44:00,8,21,울산,항계 내,35 | 30 | 3,129 | 22 | 17,황천5급,관리소홀,침수,1,0,0,0,0,0,어선,1.14
2023-08-07 20:09:00,8,20,제주,영해,33 | 31 | 60,126 | 34 | 60,양호,정비불량,운항저해,1,1,1,0,0,0,어선,2.1
2023-08-07 18:13:00,8,18,통영,영해,34 | 37 | 45,128 | 18 | 2,풍랑주의보,기타 ,부유물감김,1,1,1,0,0,0,어선,2.99
2023-08-07 15:33:00,8,15,목포,영해,34 | 47 | 55,126 | 20 | 58,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,4.3
2023-08-07 15:05:00,8,15,통영,협수로,34 | 53 | 29,128 | 29 | 3,양호,운항부주의,좌초/좌주,1,2,2,0,0,0,기타,30
2023-08-07 13:04:00,8,13,사천,항계 내,34 | 53 | 39,128 | 2 | 40,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,0.5
2023-08-07 13:02:00,8,13,여수,항계 내,34 | 30 | 33,127 | 10 | 3,양호,정비불량,화재,1,1,1,0,0,0,어선,4.47
2023-08-07 12:10:00,8,12,군산,영해,35 | 52 | 40,125 | 56 | 47,양호,정비불량,기관손상,1,6,6,0,0,0,낚시어선,9.77
2023-08-07 11:07:00,8,11,군산,영해,35 | 47 | 38,126 | 26 | 44,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.1
2023-08-07 10:59:00,8,10,창원,영해,34 | 58 | 58,128 | 50 | 55,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,3
2023-08-07 10:12:00,8,10,부안,영해,35 | 34 | 5,126 | 22 | 27,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,1.11
2023-08-07 10:00:00,8,10,태안,영해,36 | 33 | 44,125 | 41 | 50,양호,기타 ,운항저해,1,3,3,0,0,0,어선,40
2023-08-07 08:26:00,8,8,보령,항계 내,35 | 59 | 55,126 | 39 | 36,양호,배터리 방전,기관손상,1,1,1,0,0,0,어선,1.09
2023-08-07 07:11:00,8,7,통영,영해,34 | 41 | 54,128 | 34 | 21,풍랑주의보,정비불량,기관손상,1,3,3,0,0,0,어선,4.7
2023-08-07 06:42:00,8,6,목포,영해,34 | 26 | 57,126 | 4 | 23,양호,안전부주의,운항저해,1,11,11,0,0,0,예부선,172
2023-08-07 06:42:00,8,6,속초,영해,38 | 10 | 36,128 | 38 | 17,황천6급,운항부주의,부유물감김,1,1,1,0,0,0,어선,2.88
2023-08-07 01:04:00,8,1,창원,항계 내,35 | 5 | 39,128 | 37 | 39,양호,연료고갈,운항저해,1,3,3,0,0,0,모터보트,2
2023-08-06 19:16:00,8,19,목포,영해,34 | 56 | 20,126 | 3 | 0,양호,정비불량,침수,1,6,6,0,0,0,어선,9.77
2023-08-06 18:03:00,8,18,동해,항계 내,37 | 46 | 12,128 | 57 | 25,양호,연료고갈,운항저해,1,4,4,0,0,0,모터보트,0.5
2023-08-06 17:52:00,8,17,동해,영해-EEZ,37 | 32 | 17,129 | 23 | 12,양호,정비불량,추진기손상,1,1,1,0,0,0,어선,9.77
2023-08-06 15:57:00,8,15,서귀포,항계 내,33 | 13 | 60,126 | 33 | 0,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,1.88
2023-08-06 12:44:00,8,12,통영,영해,34 | 44 | 8,128 | 41 | 11,양호,정비불량,기관손상,1,73,73,0,0,0,유도선,29
2023-08-06 11:09:00,8,11,창원,영해,35 | 4 | 19,128 | 39 | 21,양호,정비불량,속구손상,1,4,4,0,0,0,요트,10.5
2023-08-06 07:41:00,8,7,통영,영해,34 | 52 | 54,128 | 17 | 53,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,2.55
2023-08-06 06:26:00,8,6,목포,영해,34 | 42 | 41,125 | 27 | 47,양호,운항부주의,좌초/좌주,1,1,1,0,0,0,어선,2.5
2023-08-06 05:40:00,8,5,동해,항계 내,37 | 46 | 18,128 | 57 | 6,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,0.57
2023-08-06 05:01:00,8,5,목포,영해,34 | 45 | 16,126 | 22 | 6,양호,운항부주의,접촉,1,5,5,0,0,0,예부선,157
2023-08-06 05:01:00,8,5,완도,협수로,34 | 33 | 54,126 | 18 | 33,양호,운항부주의,접촉,1,4,4,0,0,0,예부선,157
2023-08-06 05:01:00,8,5,완도,협수로,34 | 33 | 54,126 | 18 | 33,양호,운항부주의,접촉,1,1,1,0,0,0,예부선,2234
2023-08-05 20:18:00,8,20,목포,영해,34 | 46 | 8,126 | 19 | 47,양호,정비불량,기관손상,1,9,9,0,0,0,어선,31
2023-08-05 20:09:00,8,20,목포,영해,34 | 43 | 5,125 | 56 | 19,양호,운항부주의,접촉,1,3,3,0,0,0,예부선,55
2023-08-05 17:53:00,8,17,평택,영해-EEZ,36 | 52 | 45,125 | 6 | 24,양호,운항부주의,부유물감김,1,11,11,0,0,0,어선,35
2023-08-05 17:37:00,8,17,완도,항계 내,34 | 33 | 54,126 | 18 | 37,양호,운항부주의,접촉,1,6,6,0,0,0,어선,85
2023-08-05 17:37:00,8,17,완도,항계 내,34 | 33 | 54,126 | 18 | 37,양호,운항부주의,접촉,1,11,11,0,0,0,어선,139
2023-08-05 17:19:00,8,17,평택,영해,36 | 11 | 8,126 | 38 | 57,양호,운항부주의,운항저해,1,1,1,0,0,0,모터보트,3.81
2023-08-05 14:47:00,8,14,속초,항계 내,38 | 4 | 27,128 | 40 | 39,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,0.56
2023-08-05 13:10:00,8,13,여수,항계 내,34 | 45 | 38,127 | 47 | 43,양호,안전부주의,작업 중 인명사상,1,2,2,0,0,0,기타,24
2023-08-05 12:52:00,8,12,부산,영해,34 | 57 | 23,129 | 6 | 28,양호,운항부주의,부유물감김,1,8,8,0,0,0,어선,48
2023-08-05 11:53:00,8,11,사천,항계 내,34 | 55 | 14,128 | 3 | 38,양호,정비불량,기관손상,1,8,8,0,0,0,낚시어선,6.11
2023-08-05 10:43:00,8,10,군산,영해,35 | 49 | 8,126 | 23 | 12,양호,운항부주의,추진기손상,1,8,8,0,0,0,고무보트,0
2023-08-05 08:39:00,8,8,울진,영해,36 | 19 | 45,129 | 23 | 54,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.71
2023-08-05 07:28:00,8,7,창원,영해,35 | 4 | 0,128 | 51 | 21,양호,원인미상,전복,1,2,1,0,1,0,어선,2.73
2023-08-05 07:13:00,8,7,목포,영해,34 | 35 | 29,126 | 6 | 42,양호,운항부주의,기타,1,27,27,0,0,0,여객선,449
2023-08-05 07:06:00,8,7,부산,항계 내,35 | 5 | 8,129 | 1 | 45,양호,관리소홀,표류,1,0,0,0,0,0,예부선,212
2023-08-05 04:42:00,8,4,목포,영해,35 | 2 | 59,125 | 37 | 36,양호,정비불량,기관손상,1,10,10,0,0,0,화물선,1693
2023-08-05 02:07:00,8,2,창원,영해,34 | 59 | 36,128 | 36 | 3,양호,정비불량,기관손상,1,5,5,0,0,0,어선,9.77
2023-08-05 00:47:00,8,0,울산,영해-EEZ,35 | 7 | 59,129 | 46 | 0,양호,정비불량,기관손상,1,9,9,0,0,0,어선,79.9
2023-08-04 23:28:00,8,23,제주,영해,33 | 27 | 52,126 | 17 | 46,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3.21
2023-08-04 21:22:00,8,21,부산,항계 내,35 | 5 | 41,129 | 2 | 22,양호,관리소홀,표류,1,0,0,0,0,0,예부선,18
2023-08-04 21:05:00,8,21,목포,영해,34 | 4 | 14,125 | 53 | 40,양호,정비불량,기관손상,1,11,11,0,0,0,유조선,1021
2023-08-04 20:26:00,8,20,부안,항계 내,35 | 37 | 14,126 | 28 | 9,양호,관리소홀,화재,1,0,0,0,0,0,어선,2.99
2023-08-04 18:42:00,8,18,목포,영해,35 | 1 | 45,126 | 0 | 52,양호,정비불량,운항저해,1,4,4,0,0,0,어선,8.55
2023-08-04 18:41:00,8,18,군산,영해,35 | 51 | 45,126 | 9 | 28,양호,운항부주의,침수,1,3,3,0,0,0,모터보트,0.83
2023-08-04 17:50:00,8,17,서귀포,항계 내,33 | 13 | 60,126 | 19 | 0,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,0.46
2023-08-04 16:40:00,8,16,서귀포,항계 내,33 | 13 | 60,126 | 33 | 0,양호,정비불량,운항저해,1,0,0,0,0,0,화물선,2264
2023-08-04 15:40:00,8,15,목포,영해,34 | 47 | 15,126 | 20 | 53,양호,운항부주의,부유물감김,1,320,320,0,0,0,여객선,308
2023-08-04 12:35:00,8,12,부산,항계 내,35 | 9 | 2,129 | 11 | 35,양호,연료고갈,기관손상,1,1,1,0,0,0,어선,0.98
2023-08-04 12:27:00,8,12,보령,항계 내,35 | 59 | 44,126 | 39 | 39,양호,운항부주의,좌초/좌주,1,2,2,0,0,0,어선,9.77
