대분류,파일명,컬럼명,null 수,최댓값,최솟값,평균(mean),중앙값(median),최빈값_수치(mode),1분위수(1Q),3분위수(3Q),IQR,분산(variance),표준편차(standard deviation),범위(range),왜도(skewness),첨도(kurtosis),유일값 수,값 중복도 평균,코사인 유사도 수,코사인 평균 유사도,유클리디안 유사도 수,유클리디안 평균 유사도,피어슨 유사도 수,피어슨 평균 유사도,종합 평균 유사도
환경기상,23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,위도,0,37.5122100664,37.4764265981,37.49541457445817,37.4965744106,37.48858341,37.48712178905,37.50301651925,0.0158947301999958,9.30268669978875e-05,0.009645043649351,0.0357834683000035,-0.2662724215812668,-1.0311623617637424,431,1.037122969837587,123,0.9462924357178688,232,0.7628193346747473,60,0.8808144817838884,0.8834066339356523
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2017년 인명피해현황_부상(명),0,322829.0,0.0,13281.884615384615,74.5,27.0,26.25,1285.0,1258.75,3988594891.066153,63155.3235370238,322829.0,5.093845149297919,25.96321163037414,25,1.04,21,0.9623747973335744,218,0.6245260818032053,55,0.9330508603540784,0.8830754794357023
환경기상,23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,경도,0,126.9817677747,126.905463,126.9482200968687,126.9470678575,126.9081937,126.9322153507,126.96806393865,0.0358485879499994,0.0003842212990562,0.0196015636890584,0.0763047747000058,-0.081786121162557,-1.056841173506535,431,1.037122969837587,134,0.9446469422658024,232,0.7684538301486917,60,0.8740343357540657,0.8811632772376856
재난안전,43_경찰청_범죄 발생 장소별 통계_20231231.csv,미상,0,90846.0,0.0,4048.5263157894738,173.0,7.0,31.75,1346.5,1314.75,231184523.33712652,15204.753313918862,90846.0,5.392184995311695,30.66247630114104,36,1.0555555555555556,20,0.9619346472442004,210,0.6131398657872388,54,0.9296253978337712,0.8792519911886364
환경기상,15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,염분 표층,0,33.97,23.47,32.052989690721645,32.64,32.79,31.45,33.28,1.8300000000000016,3.307873260309279,1.8187559650236969,10.5,-2.327305111326342,7.522326180266122,82,1.1829268292682926,91,0.9452724338542624,217,0.6845673971037917,95,0.9093940301498739,0.8787800650224129
재난안전,55_세종특별자치시_CCTV_20240531.csv,경도,0,127.4056,127.139939,127.27210526684456,127.272903,127.239146,127.250344,127.295345,0.0450009999999991,0.0018116760240755,0.0425637877082807,0.2656610000000086,-0.0567470430998831,0.984213409169738,1483,1.0107889413351314,14,0.9375272143490737,235,0.6029052828428243,30,0.9572288409159965,0.878483478674593
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,비만율(자가보고),0,36.5,0.0,29.0,29.5,28.3,28.3,35.5,7.199999999999999,104.774,10.235917154803472,36.5,-2.621727323593972,7.80525902329576,10,1.1,87,0.9425761703634122,214,0.6676310141310662,95,0.9126279166521887,0.8756078376324536
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,치매환자유병률,0,53.99,0.0,12.369264048699812,8.67,9.23,1.85,17.09,15.24,182.8400366401316,13.521835549958872,53.99,1.598849422242917,2.00210172579189,1575,36.08761904761905,13,0.938196358632474,238,0.5882869519309194,27,0.9554117322247413,0.87510062672907
환경기상,24_서울특별시 서대문구_의류수거함 현황_20230301.csv,경도,0,126.9644111,126.9039967,126.93547984624504,126.9344388,126.9241086,126.9256764,126.94693445,0.0212580500000001,0.0002098152624774,0.0144850012936629,0.0604144000000133,-0.1372989843683376,-0.6954515870987366,496,1.0201612903225807,115,0.9359210420177652,236,0.7518296055411228,38,0.8733902805530517,0.8740904501365514
재난안전,49_국토안전관리원_건설안전사고 발생현황_20221231.csv,1000만원미만,0,1870.0,1.0,88.78461538461538,14.0,5.0,5.0,67.0,62.0,62854.57788461538,250.70815280843053,1869.0,5.960714602498869,40.904160050391646,42,1.5476190476190477,18,0.9619847587365875,198,0.590314483168148,51,0.9275892781064463,0.8738925113708433
