발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2017,남자,20. C81,호지킨림프종,연령전체,172,0.7
2017,여자,20. C81,호지킨림프종,00-04세,0,
2017,여자,20. C81,호지킨림프종,05-09세,1,0.1
2017,여자,20. C81,호지킨림프종,10-14세,2,0.2
2017,여자,20. C81,호지킨림프종,15-19세,12,0.8
2017,여자,20. C81,호지킨림프종,20-24세,22,1.3
2017,여자,20. C81,호지킨림프종,25-29세,13,0.8
2017,여자,20. C81,호지킨림프종,30-34세,8,0.5
2017,여자,20. C81,호지킨림프종,35-39세,8,0.4
2017,여자,20. C81,호지킨림프종,40-44세,3,0.1
2017,여자,20. C81,호지킨림프종,45-49세,7,0.3
2017,여자,20. C81,호지킨림프종,50-54세,4,0.2
2017,여자,20. C81,호지킨림프종,55-59세,11,0.5
2017,여자,20. C81,호지킨림프종,60-64세,2,0.1
2017,여자,20. C81,호지킨림프종,65-69세,11,0.9
2017,여자,20. C81,호지킨림프종,70-74세,4,0.4
2017,여자,20. C81,호지킨림프종,75-79세,4,0.5
2017,여자,20. C81,호지킨림프종,80-84세,3,0.5
2017,여자,20. C81,호지킨림프종,85세이상,2,0.4
2017,여자,20. C81,호지킨림프종,연령전체,117,0.5
2018,남녀전체,20. C81,호지킨림프종,00-04세,0,
2018,남녀전체,20. C81,호지킨림프종,05-09세,0,
2018,남녀전체,20. C81,호지킨림프종,10-14세,4,0.2
2018,남녀전체,20. C81,호지킨림프종,15-19세,21,0.7
2018,남녀전체,20. C81,호지킨림프종,20-24세,42,1.2
2018,남녀전체,20. C81,호지킨림프종,25-29세,25,0.7
2018,남녀전체,20. C81,호지킨림프종,30-34세,20,0.6
2018,남녀전체,20. C81,호지킨림프종,35-39세,21,0.5
2018,남녀전체,20. C81,호지킨림프종,40-44세,9,0.2
2018,남녀전체,20. C81,호지킨림프종,45-49세,20,0.4
2018,남녀전체,20. C81,호지킨림프종,50-54세,17,0.4
2018,남녀전체,20. C81,호지킨림프종,55-59세,20,0.5
2018,남녀전체,20. C81,호지킨림프종,60-64세,20,0.6
2018,남녀전체,20. C81,호지킨림프종,65-69세,20,0.9
2018,남녀전체,20. C81,호지킨림프종,70-74세,20,1.1
2018,남녀전체,20. C81,호지킨림프종,75-79세,26,1.6
2018,남녀전체,20. C81,호지킨림프종,80-84세,11,1.1
2018,남녀전체,20. C81,호지킨림프종,85세이상,6,0.9
2018,남녀전체,20. C81,호지킨림프종,연령전체,302,0.6
2018,남자,20. C81,호지킨림프종,00-04세,0,
2018,남자,20. C81,호지킨림프종,05-09세,0,
2018,남자,20. C81,호지킨림프종,10-14세,4,0.3
2018,남자,20. C81,호지킨림프종,15-19세,11,0.7
2018,남자,20. C81,호지킨림프종,20-24세,23,1.3
2018,남자,20. C81,호지킨림프종,25-29세,11,0.6
2018,남자,20. C81,호지킨림프종,30-34세,13,0.8
2018,남자,20. C81,호지킨림프종,35-39세,15,0.7
2018,남자,20. C81,호지킨림프종,40-44세,5,0.2
2018,남자,20. C81,호지킨림프종,45-49세,11,0.5
2018,남자,20. C81,호지킨림프종,50-54세,12,0.6
2018,남자,20. C81,호지킨림프종,55-59세,16,0.7
2018,남자,20. C81,호지킨림프종,60-64세,16,1.0
2018,남자,20. C81,호지킨림프종,65-69세,13,1.2
2018,남자,20. C81,호지킨림프종,70-74세,12,1.4
2018,남자,20. C81,호지킨림프종,75-79세,17,2.6
2018,남자,20. C81,호지킨림프종,80-84세,1,0.3
2018,남자,20. C81,호지킨림프종,85세이상,3,1.8
2018,남자,20. C81,호지킨림프종,연령전체,183,0.7
2018,여자,20. C81,호지킨림프종,00-04세,0,
2018,여자,20. C81,호지킨림프종,05-09세,0,
2018,여자,20. C81,호지킨림프종,10-14세,0,
2018,여자,20. C81,호지킨림프종,15-19세,10,0.7
2018,여자,20. C81,호지킨림프종,20-24세,19,1.2
2018,여자,20. C81,호지킨림프종,25-29세,14,0.9
2018,여자,20. C81,호지킨림프종,30-34세,7,0.4
2018,여자,20. C81,호지킨림프종,35-39세,6,0.3
2018,여자,20. C81,호지킨림프종,40-44세,4,0.2
2018,여자,20. C81,호지킨림프종,45-49세,9,0.4
2018,여자,20. C81,호지킨림프종,50-54세,5,0.2
2018,여자,20. C81,호지킨림프종,55-59세,4,0.2
2018,여자,20. C81,호지킨림프종,60-64세,4,0.2
2018,여자,20. C81,호지킨림프종,65-69세,7,0.6
2018,여자,20. C81,호지킨림프종,70-74세,8,0.8
2018,여자,20. C81,호지킨림프종,75-79세,9,1.0
2018,여자,20. C81,호지킨림프종,80-84세,10,1.6
2018,여자,20. C81,호지킨림프종,85세이상,3,0.6
2018,여자,20. C81,호지킨림프종,연령전체,119,0.5
2019,남녀전체,20. C81,호지킨림프종,00-04세,0,
2019,남녀전체,20. C81,호지킨림프종,05-09세,0,
2019,남녀전체,20. C81,호지킨림프종,10-14세,6,0.3
2019,남녀전체,20. C81,호지킨림프종,15-19세,22,0.8
2019,남녀전체,20. C81,호지킨림프종,20-24세,26,0.8
2019,남녀전체,20. C81,호지킨림프종,25-29세,32,0.9
2019,남녀전체,20. C81,호지킨림프종,30-34세,26,0.8
2019,남녀전체,20. C81,호지킨림프종,35-39세,22,0.6
2019,남녀전체,20. C81,호지킨림프종,40-44세,14,0.4
2019,남녀전체,20. C81,호지킨림프종,45-49세,18,0.4
2019,남녀전체,20. C81,호지킨림프종,50-54세,18,0.4
2019,남녀전체,20. C81,호지킨림프종,55-59세,26,0.6
2019,남녀전체,20. C81,호지킨림프종,60-64세,19,0.5
2019,남녀전체,20. C81,호지킨림프종,65-69세,27,1.1
2019,남녀전체,20. C81,호지킨림프종,70-74세,18,0.9
2019,남녀전체,20. C81,호지킨림프종,75-79세,19,1.2
2019,남녀전체,20. C81,호지킨림프종,80-84세,11,1.0
2019,남녀전체,20. C81,호지킨림프종,85세이상,5,0.7
2019,남녀전체,20. C81,호지킨림프종,연령전체,309,0.6
2019,남자,20. C81,호지킨림프종,00-04세,0,
2019,남자,20. C81,호지킨림프종,05-09세,0,
2019,남자,20. C81,호지킨림프종,10-14세,4,0.3
2019,남자,20. C81,호지킨림프종,15-19세,10,0.7
2019,남자,20. C81,호지킨림프종,20-24세,12,0.7
2019,남자,20. C81,호지킨림프종,25-29세,15,0.8
2019,남자,20. C81,호지킨림프종,30-34세,12,0.7
2019,남자,20. C81,호지킨림프종,35-39세,13,0.6
2019,남자,20. C81,호지킨림프종,40-44세,9,0.5
2019,남자,20. C81,호지킨림프종,45-49세,13,0.6
2019,남자,20. C81,호지킨림프종,50-54세,14,0.7
2019,남자,20. C81,호지킨림프종,55-59세,18,0.8
2019,남자,20. C81,호지킨림프종,60-64세,16,0.9
2019,남자,20. C81,호지킨림프종,65-69세,18,1.5
2019,남자,20. C81,호지킨림프종,70-74세,11,1.2
2019,남자,20. C81,호지킨림프종,75-79세,11,1.6
2019,남자,20. C81,호지킨림프종,80-84세,5,1.3
2019,남자,20. C81,호지킨림프종,85세이상,0,
2019,남자,20. C81,호지킨림프종,연령전체,181,0.7
2019,여자,20. C81,호지킨림프종,00-04세,0,
2019,여자,20. C81,호지킨림프종,05-09세,0,
2019,여자,20. C81,호지킨림프종,10-14세,2,0.2
2019,여자,20. C81,호지킨림프종,15-19세,12,0.9
2019,여자,20. C81,호지킨림프종,20-24세,14,0.9
2019,여자,20. C81,호지킨림프종,25-29세,17,1.0
2019,여자,20. C81,호지킨림프종,30-34세,14,0.9
2019,여자,20. C81,호지킨림프종,35-39세,9,0.5
2019,여자,20. C81,호지킨림프종,40-44세,5,0.3
2019,여자,20. C81,호지킨림프종,45-49세,5,0.2
2019,여자,20. C81,호지킨림프종,50-54세,4,0.2
2019,여자,20. C81,호지킨림프종,55-59세,8,0.4
2019,여자,20. C81,호지킨림프종,60-64세,3,0.2
2019,여자,20. C81,호지킨림프종,65-69세,9,0.7
2019,여자,20. C81,호지킨림프종,70-74세,7,0.7
2019,여자,20. C81,호지킨림프종,75-79세,8,0.9
2019,여자,20. C81,호지킨림프종,80-84세,6,0.9
2019,여자,20. C81,호지킨림프종,85세이상,5,1.0
2019,여자,20. C81,호지킨림프종,연령전체,128,0.5
2020,남녀전체,20. C81,호지킨림프종,00-04세,0,
2020,남녀전체,20. C81,호지킨림프종,05-09세,0,
2020,남녀전체,20. C81,호지킨림프종,10-14세,7,0.3
2020,남녀전체,20. C81,호지킨림프종,15-19세,26,1.0
2020,남녀전체,20. C81,호지킨림프종,20-24세,30,0.9
2020,남녀전체,20. C81,호지킨림프종,25-29세,39,1.1
2020,남녀전체,20. C81,호지킨림프종,30-34세,21,0.7
2020,남녀전체,20. C81,호지킨림프종,35-39세,22,0.6
2020,남녀전체,20. C81,호지킨림프종,40-44세,15,0.4
2020,남녀전체,20. C81,호지킨림프종,45-49세,16,0.4
2020,남녀전체,20. C81,호지킨림프종,50-54세,24,0.6
2020,남녀전체,20. C81,호지킨림프종,55-59세,25,0.6
2020,남녀전체,20. C81,호지킨림프종,60-64세,26,0.7
2020,남녀전체,20. C81,호지킨림프종,65-69세,30,1.1
2020,남녀전체,20. C81,호지킨림프종,70-74세,19,0.9
2020,남녀전체,20. C81,호지킨림프종,75-79세,13,0.8
2020,남녀전체,20. C81,호지킨림프종,80-84세,11,1.0
2020,남녀전체,20. C81,호지킨림프종,85세이상,3,0.4
2020,남녀전체,20. C81,호지킨림프종,연령전체,327,0.6
2020,남자,20. C81,호지킨림프종,00-04세,0,
2020,남자,20. C81,호지킨림프종,05-09세,0,
2020,남자,20. C81,호지킨림프종,10-14세,4,0.3
2020,남자,20. C81,호지킨림프종,15-19세,16,1.2
2020,남자,20. C81,호지킨림프종,20-24세,15,0.9
2020,남자,20. C81,호지킨림프종,25-29세,24,1.3
2020,남자,20. C81,호지킨림프종,30-34세,11,0.7
2020,남자,20. C81,호지킨림프종,35-39세,17,0.9
2020,남자,20. C81,호지킨림프종,40-44세,10,0.5
2020,남자,20. C81,호지킨림프종,45-49세,13,0.6
2020,남자,20. C81,호지킨림프종,50-54세,21,1.0
2020,남자,20. C81,호지킨림프종,55-59세,18,0.9
2020,남자,20. C81,호지킨림프종,60-64세,20,1.1
2020,남자,20. C81,호지킨림프종,65-69세,21,1.7
2020,남자,20. C81,호지킨림프종,70-74세,11,1.2
2020,남자,20. C81,호지킨림프종,75-79세,8,1.2
2020,남자,20. C81,호지킨림프종,80-84세,6,1.5
2020,남자,20. C81,호지킨림프종,85세이상,2,0.9
2020,남자,20. C81,호지킨림프종,연령전체,217,0.8
2020,여자,20. C81,호지킨림프종,00-04세,0,
2020,여자,20. C81,호지킨림프종,05-09세,0,
2020,여자,20. C81,호지킨림프종,10-14세,3,0.3
2020,여자,20. C81,호지킨림프종,15-19세,10,0.8
2020,여자,20. C81,호지킨림프종,20-24세,15,1.0
2020,여자,20. C81,호지킨림프종,25-29세,15,0.9
2020,여자,20. C81,호지킨림프종,30-34세,10,0.7
2020,여자,20. C81,호지킨림프종,35-39세,5,0.3
2020,여자,20. C81,호지킨림프종,40-44세,5,0.3
2020,여자,20. C81,호지킨림프종,45-49세,3,0.1
2020,여자,20. C81,호지킨림프종,50-54세,3,0.1
2020,여자,20. C81,호지킨림프종,55-59세,7,0.3
2020,여자,20. C81,호지킨림프종,60-64세,6,0.3
2020,여자,20. C81,호지킨림프종,65-69세,9,0.7
2020,여자,20. C81,호지킨림프종,70-74세,8,0.8
2020,여자,20. C81,호지킨림프종,75-79세,5,0.5
2020,여자,20. C81,호지킨림프종,80-84세,5,0.7
2020,여자,20. C81,호지킨림프종,85세이상,1,0.2
2020,여자,20. C81,호지킨림프종,연령전체,110,0.4
2021,남녀전체,20. C81,호지킨림프종,00-04세,0,
2021,남녀전체,20. C81,호지킨림프종,05-09세,3,0.1
2021,남녀전체,20. C81,호지킨림프종,10-14세,5,0.2
2021,남녀전체,20. C81,호지킨림프종,15-19세,25,1.0
2021,남녀전체,20. C81,호지킨림프종,20-24세,25,0.8
2021,남녀전체,20. C81,호지킨림프종,25-29세,36,1.0
2021,남녀전체,20. C81,호지킨림프종,30-34세,22,0.7
2021,남녀전체,20. C81,호지킨림프종,35-39세,22,0.6
2021,남녀전체,20. C81,호지킨림프종,40-44세,19,0.5
2021,남녀전체,20. C81,호지킨림프종,45-49세,16,0.4
2021,남녀전체,20. C81,호지킨림프종,50-54세,22,0.5
2021,남녀전체,20. C81,호지킨림프종,55-59세,23,0.6
2021,남녀전체,20. C81,호지킨림프종,60-64세,31,0.8
2021,남녀전체,20. C81,호지킨림프종,65-69세,30,1.0
2021,남녀전체,20. C81,호지킨림프종,70-74세,28,1.3
2021,남녀전체,20. C81,호지킨림프종,75-79세,21,1.3
2021,남녀전체,20. C81,호지킨림프종,80-84세,15,1.3
2021,남녀전체,20. C81,호지킨림프종,85세이상,13,1.5
2021,남녀전체,20. C81,호지킨림프종,연령전체,356,0.7
2021,남자,20. C81,호지킨림프종,00-04세,0,
2021,남자,20. C81,호지킨림프종,05-09세,3,0.3
2021,남자,20. C81,호지킨림프종,10-14세,3,0.2
2021,남자,20. C81,호지킨림프종,15-19세,15,1.2
2021,남자,20. C81,호지킨림프종,20-24세,13,0.8
2021,남자,20. C81,호지킨림프종,25-29세,20,1.1
2021,남자,20. C81,호지킨림프종,30-34세,12,0.7
2021,남자,20. C81,호지킨림프종,35-39세,13,0.7
2021,남자,20. C81,호지킨림프종,40-44세,14,0.7
2021,남자,20. C81,호지킨림프종,45-49세,14,0.7
2021,남자,20. C81,호지킨림프종,50-54세,17,0.8
2021,남자,20. C81,호지킨림프종,55-59세,17,0.8
2021,남자,20. C81,호지킨림프종,60-64세,21,1.1
2021,남자,20. C81,호지킨림프종,65-69세,22,1.6
2021,남자,20. C81,호지킨림프종,70-74세,24,2.5
2021,남자,20. C81,호지킨림프종,75-79세,17,2.5
2021,남자,20. C81,호지킨림프종,80-84세,12,2.7
2021,남자,20. C81,호지킨림프종,85세이상,7,2.9
2021,남자,20. C81,호지킨림프종,연령전체,244,1.0
2021,여자,20. C81,호지킨림프종,00-04세,0,
2021,여자,20. C81,호지킨림프종,05-09세,0,
2021,여자,20. C81,호지킨림프종,10-14세,2,0.2
2021,여자,20. C81,호지킨림프종,15-19세,10,0.9
2021,여자,20. C81,호지킨림프종,20-24세,12,0.8
2021,여자,20. C81,호지킨림프종,25-29세,16,1.0
2021,여자,20. C81,호지킨림프종,30-34세,10,0.7
2021,여자,20. C81,호지킨림프종,35-39세,9,0.5
2021,여자,20. C81,호지킨림프종,40-44세,5,0.3
2021,여자,20. C81,호지킨림프종,45-49세,2,0.1
2021,여자,20. C81,호지킨림프종,50-54세,5,0.2
2021,여자,20. C81,호지킨림프종,55-59세,6,0.3
2021,여자,20. C81,호지킨림프종,60-64세,10,0.5
2021,여자,20. C81,호지킨림프종,65-69세,8,0.5
2021,여자,20. C81,호지킨림프종,70-74세,4,0.4
2021,여자,20. C81,호지킨림프종,75-79세,4,0.4
2021,여자,20. C81,호지킨림프종,80-84세,3,0.4
2021,여자,20. C81,호지킨림프종,85세이상,6,1.0
2021,여자,20. C81,호지킨림프종,연령전체,112,0.4
1999-2021,남녀전체,20. C81,호지킨림프종,00-04세,14,0.0
1999-2021,남녀전체,20. C81,호지킨림프종,05-09세,53,0.1
1999-2021,남녀전체,20. C81,호지킨림프종,10-14세,173,0.3
1999-2021,남녀전체,20. C81,호지킨림프종,15-19세,439,0.6
1999-2021,남녀전체,20. C81,호지킨림프종,20-24세,545,0.7
1999-2021,남녀전체,20. C81,호지킨림프종,25-29세,508,0.6
1999-2021,남녀전체,20. C81,호지킨림프종,30-34세,395,0.4
1999-2021,남녀전체,20. C81,호지킨림프종,35-39세,338,0.4
1999-2021,남녀전체,20. C81,호지킨림프종,40-44세,293,0.3
1999-2021,남녀전체,20. C81,호지킨림프종,45-49세,339,0.4
1999-2021,남녀전체,20. C81,호지킨림프종,50-54세,401,0.5
1999-2021,남녀전체,20. C81,호지킨림프종,55-59세,394,0.6
1999-2021,남녀전체,20. C81,호지킨림프종,60-64세,369,0.7
1999-2021,남녀전체,20. C81,호지킨림프종,65-69세,367,0.8
1999-2021,남녀전체,20. C81,호지킨림프종,70-74세,335,1.0
1999-2021,남녀전체,20. C81,호지킨림프종,75-79세,235,1.0
1999-2021,남녀전체,20. C81,호지킨림프종,80-84세,139,1.0
1999-2021,남녀전체,20. C81,호지킨림프종,85세이상,57,0.6
1999-2021,남녀전체,20. C81,호지킨림프종,연령전체,5394,0.5
1999-2021,남자,20. C81,호지킨림프종,00-04세,12,0.0
1999-2021,남자,20. C81,호지킨림프종,05-09세,45,0.1
1999-2021,남자,20. C81,호지킨림프종,10-14세,106,0.3
1999-2021,남자,20. C81,호지킨림프종,15-19세,265,0.7
1999-2021,남자,20. C81,호지킨림프종,20-24세,269,0.6
1999-2021,남자,20. C81,호지킨림프종,25-29세,256,0.6
1999-2021,남자,20. C81,호지킨림프종,30-34세,229,0.5
1999-2021,남자,20. C81,호지킨림프종,35-39세,219,0.4
1999-2021,남자,20. C81,호지킨림프종,40-44세,213,0.4
1999-2021,남자,20. C81,호지킨림프종,45-49세,254,0.5
1999-2021,남자,20. C81,호지킨림프종,50-54세,317,0.8
1999-2021,남자,20. C81,호지킨림프종,55-59세,297,0.9
1999-2021,남자,20. C81,호지킨림프종,60-64세,281,1.0
1999-2021,남자,20. C81,호지킨림프종,65-69세,248,1.2
1999-2021,남자,20. C81,호지킨림프종,70-74세,219,1.5
1999-2021,남자,20. C81,호지킨림프종,75-79세,152,1.6
1999-2021,남자,20. C81,호지킨림프종,80-84세,70,1.4
1999-2021,남자,20. C81,호지킨림프종,85세이상,25,1.0
1999-2021,남자,20. C81,호지킨림프종,연령전체,3477,0.6
1999-2021,여자,20. C81,호지킨림프종,00-04세,2,0.0
1999-2021,여자,20. C81,호지킨림프종,05-09세,8,0.0
1999-2021,여자,20. C81,호지킨림프종,10-14세,67,0.2
1999-2021,여자,20. C81,호지킨림프종,15-19세,174,0.5
1999-2021,여자,20. C81,호지킨림프종,20-24세,276,0.7
1999-2021,여자,20. C81,호지킨림프종,25-29세,252,0.6
1999-2021,여자,20. C81,호지킨림프종,30-34세,166,0.4
1999-2021,여자,20. C81,호지킨림프종,35-39세,119,0.3
1999-2021,여자,20. C81,호지킨림프종,40-44세,80,0.2
1999-2021,여자,20. C81,호지킨림프종,45-49세,85,0.2
1999-2021,여자,20. C81,호지킨림프종,50-54세,84,0.2
1999-2021,여자,20. C81,호지킨림프종,55-59세,97,0.3
1999-2021,여자,20. C81,호지킨림프종,60-64세,88,0.3
1999-2021,여자,20. C81,호지킨림프종,65-69세,119,0.5
1999-2021,여자,20. C81,호지킨림프종,70-74세,116,0.6
1999-2021,여자,20. C81,호지킨림프종,75-79세,83,0.6
1999-2021,여자,20. C81,호지킨림프종,80-84세,69,0.7
1999-2021,여자,20. C81,호지킨림프종,85세이상,32,0.5
1999-2021,여자,20. C81,호지킨림프종,연령전체,1917,0.3
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,00-04세,35,1.0
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,05-09세,30,0.9
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,10-14세,33,1.0
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,15-19세,54,1.3
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,20-24세,49,1.2
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,25-29세,83,1.8
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,30-34세,112,2.5
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,35-39세,132,2.9
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,40-44세,159,4.1
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,45-49세,153,5.7
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,50-54세,171,7.7
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,55-59세,235,11.1
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,60-64세,246,14.1
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,65-69세,239,19.6
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,70-74세,166,19.8
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,75-79세,128,22.5
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,80-84세,59,19.9
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,85세이상,21,11.6
1999,남녀전체,"21. C82-C86,C96",비호지킨림프종,연령전체,2105,4.5
1999,남자,"21. C82-C86,C96",비호지킨림프종,00-04세,17,1.0
1999,남자,"21. C82-C86,C96",비호지킨림프종,05-09세,18,1.0
1999,남자,"21. C82-C86,C96",비호지킨림프종,10-14세,24,1.4
1999,남자,"21. C82-C86,C96",비호지킨림프종,15-19세,32,1.6
1999,남자,"21. C82-C86,C96",비호지킨림프종,20-24세,34,1.7
1999,남자,"21. C82-C86,C96",비호지킨림프종,25-29세,52,2.2
1999,남자,"21. C82-C86,C96",비호지킨림프종,30-34세,73,3.2
1999,남자,"21. C82-C86,C96",비호지킨림프종,35-39세,83,3.6
1999,남자,"21. C82-C86,C96",비호지킨림프종,40-44세,103,5.2
1999,남자,"21. C82-C86,C96",비호지킨림프종,45-49세,96,7.0
1999,남자,"21. C82-C86,C96",비호지킨림프종,50-54세,100,9.0
1999,남자,"21. C82-C86,C96",비호지킨림프종,55-59세,136,13.3
1999,남자,"21. C82-C86,C96",비호지킨림프종,60-64세,141,17.6
1999,남자,"21. C82-C86,C96",비호지킨림프종,65-69세,145,28.9
1999,남자,"21. C82-C86,C96",비호지킨림프종,70-74세,94,30.0
1999,남자,"21. C82-C86,C96",비호지킨림프종,75-79세,72,35.8
1999,남자,"21. C82-C86,C96",비호지킨림프종,80-84세,29,32.1
1999,남자,"21. C82-C86,C96",비호지킨림프종,85세이상,5,12.0
1999,남자,"21. C82-C86,C96",비호지킨림프종,연령전체,1254,5.3
1999,여자,"21. C82-C86,C96",비호지킨림프종,00-04세,18,1.1
1999,여자,"21. C82-C86,C96",비호지킨림프종,05-09세,12,0.7
1999,여자,"21. C82-C86,C96",비호지킨림프종,10-14세,9,0.6
1999,여자,"21. C82-C86,C96",비호지킨림프종,15-19세,22,1.1
1999,여자,"21. C82-C86,C96",비호지킨림프종,20-24세,15,0.8
1999,여자,"21. C82-C86,C96",비호지킨림프종,25-29세,31,1.4
1999,여자,"21. C82-C86,C96",비호지킨림프종,30-34세,39,1.8
1999,여자,"21. C82-C86,C96",비호지킨림프종,35-39세,49,2.2
1999,여자,"21. C82-C86,C96",비호지킨림프종,40-44세,56,3.0
1999,여자,"21. C82-C86,C96",비호지킨림프종,45-49세,57,4.3
1999,여자,"21. C82-C86,C96",비호지킨림프종,50-54세,71,6.4
1999,여자,"21. C82-C86,C96",비호지킨림프종,55-59세,99,9.0
1999,여자,"21. C82-C86,C96",비호지킨림프종,60-64세,105,11.1
1999,여자,"21. C82-C86,C96",비호지킨림프종,65-69세,94,13.1
1999,여자,"21. C82-C86,C96",비호지킨림프종,70-74세,72,13.8
1999,여자,"21. C82-C86,C96",비호지킨림프종,75-79세,56,15.3
1999,여자,"21. C82-C86,C96",비호지킨림프종,80-84세,30,14.5
1999,여자,"21. C82-C86,C96",비호지킨림프종,85세이상,16,11.5
1999,여자,"21. C82-C86,C96",비호지킨림프종,연령전체,851,3.6
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,00-04세,32,1.0
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,05-09세,46,1.3
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,10-14세,21,0.7
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,15-19세,52,1.4
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,20-24세,38,1.0
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,25-29세,65,1.4
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,30-34세,84,1.9
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,35-39세,116,2.6
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,40-44세,156,3.8
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,45-49세,164,5.7
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,50-54세,195,8.4
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,55-59세,210,10.1
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,60-64세,241,13.4
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,65-69세,224,17.2
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,70-74세,183,20.7
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,75-79세,115,19.6
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,80-84세,75,24.2
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,85세이상,21,11.2
2000,남녀전체,"21. C82-C86,C96",비호지킨림프종,연령전체,2038,4.3
2000,남자,"21. C82-C86,C96",비호지킨림프종,00-04세,19,1.1
2000,남자,"21. C82-C86,C96",비호지킨림프종,05-09세,32,1.7
2000,남자,"21. C82-C86,C96",비호지킨림프종,10-14세,14,0.8
2000,남자,"21. C82-C86,C96",비호지킨림프종,15-19세,31,1.6
2000,남자,"21. C82-C86,C96",비호지킨림프종,20-24세,21,1.0
2000,남자,"21. C82-C86,C96",비호지킨림프종,25-29세,39,1.7
2000,남자,"21. C82-C86,C96",비호지킨림프종,30-34세,51,2.2
2000,남자,"21. C82-C86,C96",비호지킨림프종,35-39세,76,3.4
2000,남자,"21. C82-C86,C96",비호지킨림프종,40-44세,107,5.1
2000,남자,"21. C82-C86,C96",비호지킨림프종,45-49세,109,7.4
2000,남자,"21. C82-C86,C96",비호지킨림프종,50-54세,123,10.5
2000,남자,"21. C82-C86,C96",비호지킨림프종,55-59세,120,11.9
2000,남자,"21. C82-C86,C96",비호지킨림프종,60-64세,151,18.2
2000,남자,"21. C82-C86,C96",비호지킨림프종,65-69세,125,23.0
2000,남자,"21. C82-C86,C96",비호지킨림프종,70-74세,102,31.0
2000,남자,"21. C82-C86,C96",비호지킨림프종,75-79세,66,31.9
2000,남자,"21. C82-C86,C96",비호지킨림프종,80-84세,33,34.4
2000,남자,"21. C82-C86,C96",비호지킨림프종,85세이상,4,9.3
2000,남자,"21. C82-C86,C96",비호지킨림프종,연령전체,1223,5.1
2000,여자,"21. C82-C86,C96",비호지킨림프종,00-04세,13,0.8
2000,여자,"21. C82-C86,C96",비호지킨림프종,05-09세,14,0.8
2000,여자,"21. C82-C86,C96",비호지킨림프종,10-14세,7,0.5
2000,여자,"21. C82-C86,C96",비호지킨림프종,15-19세,21,1.1
2000,여자,"21. C82-C86,C96",비호지킨림프종,20-24세,17,0.9
2000,여자,"21. C82-C86,C96",비호지킨림프종,25-29세,26,1.2
2000,여자,"21. C82-C86,C96",비호지킨림프종,30-34세,33,1.5
2000,여자,"21. C82-C86,C96",비호지킨림프종,35-39세,40,1.9
2000,여자,"21. C82-C86,C96",비호지킨림프종,40-44세,49,2.5
2000,여자,"21. C82-C86,C96",비호지킨림프종,45-49세,55,3.9
2000,여자,"21. C82-C86,C96",비호지킨림프종,50-54세,72,6.3
2000,여자,"21. C82-C86,C96",비호지킨림프종,55-59세,90,8.3
2000,여자,"21. C82-C86,C96",비호지킨림프종,60-64세,90,9.3
2000,여자,"21. C82-C86,C96",비호지킨림프종,65-69세,99,13.1
2000,여자,"21. C82-C86,C96",비호지킨림프종,70-74세,81,14.6
2000,여자,"21. C82-C86,C96",비호지킨림프종,75-79세,49,12.9
2000,여자,"21. C82-C86,C96",비호지킨림프종,80-84세,42,19.7
2000,여자,"21. C82-C86,C96",비호지킨림프종,85세이상,17,11.8
