기준년도,지역교육청명,학교명,학교급명,설립구분명,제외여부,제외사유,학년명,성별명,심폐지구력-왕복오래달리기평균값(회),심폐지구력-오래달리기걷기평균값(초),심폐지구력-스텝검사평균값(PEI),유연성-앉아윗몸앞으로굽히기평균값(cm),유연성-종합유연성평균(점),근력·근지구력-(무릎대고)팔굽혀펴기평균값(회),근력·근지구력-윗몸말아올리기평균값(회),근력·근지구력-악력평균값kg,순발력-50m달리기평균값(초),순발력-제자리멀리뛰기평균값(cm),비만-BMI평균값(kg/㎡),비만-체지방률평균값(%fat),1등급(80~100점)인원수(명),1등급(80~100점)비율(%),2등급(60~79점)인원수(명),2등급(60~79점)비율(%),3등급(40~59점)인원수(명),3등급(40~59점)비율(%),4등급(20~39점)인원수(명),4등급(20~39점)비율(%),5등급(0~19점)인원수(명),5등급(0~19점)비율(%),검사인원수(명)
2015,경기도광명교육지원청,광문중학교,중학교,공립,N,,2학년,여자,28.1,,,17.1,,,34.5,,9.8,,21.3,,10,6.9,65,44.8,61,42.1,9,6.2,0,0,145
2015,경기도광명교육지원청,광문중학교,중학교,공립,N,,2학년,남자,48.6,,,9,,,46.4,,8.3,,20.9,,6,3.6,72,43.6,66,40,20,12.1,1,0.6,165
2015,경기도광명교육지원청,광문중학교,중학교,공립,N,,1학년,남자,40.6,,,7.3,,,44.1,,8.8,,20.5,,2,1.5,43,32.8,60,45.8,23,17.6,3,2.3,131
2015,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,5학년,남자,,5.2,,12.3,,,,19.3,9.8,,18.9,,1,1.3,37,48.1,39,50.6,0,0,0,0,77
2015,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,5학년,여자,,6,,14.2,,,,17.5,10.4,,18.5,,0,0,43,50.6,40,47.1,1,1.2,1,1.2,85
2015,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,6학년,남자,,5.25,,10.3,,,,22.8,8.1,,19.8,,6,6.4,55,58.5,30,31.9,3,3.2,0,0,94
2015,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,6학년,여자,94,5.56,,16.3,,,60,21.2,8.7,170,19.5,,8,8.2,59,60.8,26,26.8,4,4.1,0,0,97
2015,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,5학년,남자,63.6,,,10.6,,,,19.2,9.2,185,20.1,,3,6.4,19,40.4,21,44.7,4,8.5,0,0,47
2015,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,5학년,여자,43.7,5.5,,14.5,,,,17.8,10.1,,18.9,29.7,2,4.8,13,31,23,54.8,4,9.5,0,0,42
2015,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,6학년,남자,77,3.37,,8,,,,26.9,9.3,,20.2,,4,8.9,19,42.2,15,33.3,7,15.6,0,0,45
2015,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,6학년,여자,44,,,14.9,,,,21.4,9.9,,19.9,,0,0,9,30,18,60,3,10,0,0,30
2015,경기도교육청,광휘고등학교,고등학교,공립,N,,2학년,남자,,8.1,,10.6,,,88.8,,7.7,,22.4,,15,9.9,64,42.1,55,36.2,17,11.2,1,0.7,152
2015,경기도교육청,광휘고등학교,고등학교,공립,N,,1학년,여자,21,7.52,,17.8,,,39.7,26,9.5,,21,,31,20.9,75,50.7,34,23,7,4.7,1,0.7,148
2015,경기도교육청,광휘고등학교,고등학교,공립,N,,2학년,여자,42,8.5,,14.9,,,36.5,30.2,10.1,173,21.8,,7,4.6,58,38.4,64,42.4,22,14.6,0,0,151
2015,경기도교육청,광휘고등학교,고등학교,공립,N,,1학년,남자,,7.38,,11.1,,,102.4,33.3,7.5,,21.8,12.4,28,18.1,74,47.7,47,30.3,6,3.9,0,0,155
2015,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,6학년,여자,,5.14,,12.9,,,,20.7,10.1,,19.7,,3,3.3,40,43.5,46,50,3,3.3,0,0,92
2015,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,6학년,남자,,4.38,,7.2,,,,22,9.6,123,20,,1,1.1,48,51.1,38,40.4,7,7.4,0,0,94
2015,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,5학년,여자,,4.58,56.8,14.6,,,,17.7,10,,17.9,,1,0.8,41,34.7,73,61.9,2,1.7,1,0.8,118
2015,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,5학년,남자,,7.51,58.9,8.2,,,,19.4,9.7,152,19.1,,0,0,40,30.5,85,64.9,6,4.6,0,0,131
2015,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,6학년,여자,68,,,,7.9,,,22.1,,135,19.2,,1,2.8,24,66.7,11,30.6,0,0,0,0,36
2015,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,5학년,여자,69.1,,,,7.3,,,18.1,,135.3,18.8,,3,10.3,17,58.6,7,24.1,1,3.4,1,3.4,29
2015,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,5학년,남자,88.1,,,,7.6,,,20.2,,157.4,19,,3,9.7,22,71,5,16.1,1,3.2,0,0,31
2015,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,6학년,남자,91.9,,,,7.7,,,26.4,,174,19.4,,6,17.1,20,57.1,9,25.7,0,0,0,0,35
2015,경기도교육청,명문고등학교,고등학교,공립,N,,2학년,여자,23.9,,,16.8,,,,32.9,10.2,,22.1,,9,3.9,72,31.2,113,48.9,35,15.2,2,0.9,231
2015,경기도교육청,명문고등학교,고등학교,공립,N,,1학년,남자,54,8.52,,10.7,,,,47.7,7.6,,21.5,11.4,17,7.7,112,50.7,70,31.7,21,9.5,1,0.5,221
2015,경기도교육청,명문고등학교,고등학교,공립,N,,1학년,여자,29.2,7.09,56.7,17,,,54.5,33,9.6,143.3,21.6,30.6,25,11.8,96,45.3,74,34.9,17,8,0,0,212
2015,경기도교육청,명문고등학교,고등학교,공립,N,,2학년,남자,51.9,,,13.2,,,,49.9,7.9,,22.6,,10,3.9,105,40.7,109,42.2,30,11.6,4,1.6,258
2015,경기도교육청,명문고등학교,고등학교,공립,N,,3학년,남자,42.3,,,12.6,,,,51.8,7.8,,22.9,,11,4.1,75,27.9,127,47.2,52,19.3,4,1.5,269
2015,경기도교육청,명문고등학교,고등학교,공립,N,,3학년,여자,24.1,,,17.5,,,,33,10.3,,21.8,,9,3.6,86,34.4,120,48,35,14,0,0,250
2015,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,5학년,남자,,5.41,,7.9,,,,17.9,10.2,155.4,19.9,,6,6.7,23,25.6,56,62.2,5,5.6,0,0,90
2015,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,5학년,여자,,6.09,,14,,,,16.7,,136.6,20.1,,4,6.8,13,22,40,67.8,2,3.4,0,0,59
2015,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,6학년,남자,,5.03,,8.8,,,80,21.3,8.1,181,20.2,,7,10.6,35,53,19,28.8,4,6.1,1,1.5,66
2015,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,6학년,여자,58,5.37,,14.5,,,,20.6,10.5,157.8,19.9,,3,4.8,30,47.6,30,47.6,0,0,0,0,63
2015,경기도교육청,소하고등학교,고등학교,공립,N,,1학년,남자,60.2,9.15,,11.3,,,60.6,35.7,7.6,,21.5,,25,10.8,115,49.8,66,28.6,23,10,2,0.9,231
2015,경기도교육청,소하고등학교,고등학교,공립,N,,3학년,여자,41.6,,,18.3,,,,26.4,9.5,,21.7,,2,0.8,105,41.5,126,49.8,19,7.5,1,0.4,253
2015,경기도교육청,소하고등학교,고등학교,공립,N,,3학년,남자,66.4,,,13.6,,,,42.8,7.4,,22.8,,11,3.5,130,41.3,145,46,29,9.2,0,0,315
2015,경기도교육청,소하고등학교,고등학교,공립,N,,1학년,여자,35.9,,,17.6,,,31.5,,9.5,,21.4,,37,16.6,97,43.5,70,31.4,18,8.1,1,0.4,223
2015,경기도교육청,소하고등학교,고등학교,공립,N,,2학년,남자,69.3,7.15,,11.7,,,,41.5,7.4,,21.8,19.1,11,4.3,114,44.4,117,45.5,15,5.8,0,0,257
2015,경기도교육청,소하고등학교,고등학교,공립,N,,2학년,여자,41.3,,,16.4,,,,27.1,9.4,,21.5,,12,4.8,119,47.8,97,39,20,8,1,0.4,249
2015,경기도광명교육지원청,소하중학교,중학교,공립,N,,2학년,여자,,8.17,,11.7,,,,24.7,9.9,,19.9,,1,0.5,62,34.1,100,54.9,19,10.4,0,0,182
2015,경기도광명교육지원청,소하중학교,중학교,공립,N,,2학년,남자,,8.38,,6.2,,,,33.4,8.6,,20.7,,9,4.5,56,28,106,53,28,14,1,0.5,200
2015,경기도광명교육지원청,소하중학교,중학교,공립,N,,3학년,남자,53,7.52,,9.8,,44,,39.3,8.4,210,21.7,,9,4.6,83,42.1,82,41.6,22,11.2,1,0.5,197
2015,경기도광명교육지원청,소하중학교,중학교,공립,N,,1학년,여자,60,7.39,66.2,15.5,,,25,25.7,9.8,160,19.9,,8,4,102,50.5,79,39.1,13,6.4,0,0,202
2015,경기도광명교육지원청,소하중학교,중학교,공립,N,,1학년,남자,,8.28,,8.6,,,,30.2,8.9,,21,,13,7.1,64,35.2,80,44,25,13.7,0,0,182
2015,경기도광명교육지원청,소하중학교,중학교,공립,N,,3학년,여자,69,7.28,,14.9,,,,27.5,9.9,128,20.7,,9,5.6,77,47.8,64,39.8,10,6.2,1,0.6,161
2015,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,6학년,여자,56.9,,,14.5,,,,22.1,,146.6,19.9,,2,4.3,18,38.3,23,48.9,4,8.5,0,0,47
2015,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,6학년,남자,70.3,8.2,,7.5,,,23,22.1,10.2,159.9,20.6,,2,2.6,25,32.9,37,48.7,12,15.8,0,0,76
2015,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,5학년,여자,64.3,,,12.9,,,,21.7,,143.3,19.7,,3,5.3,31,54.4,23,40.4,0,0,0,0,57
2015,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,5학년,남자,77.1,5,,9.2,,,,21.2,8.8,162.7,20.2,5,4,5.9,33,48.5,28,41.2,3,4.4,0,0,68
2015,경기도광명교육지원청,안서중학교,중학교,공립,N,,2학년,남자,,9.57,,11.1,,,,29.6,8.1,,21,,3,3.1,33,34.4,53,55.2,6,6.3,1,1,96
2015,경기도광명교육지원청,안서중학교,중학교,공립,N,,1학년,여자,44,9.12,,15.7,,,,18.9,9.2,,20.7,25,0,0,28,31.5,57,64,4,4.5,0,0,89
2015,경기도광명교육지원청,안서중학교,중학교,공립,N,,1학년,남자,,10.24,,8.1,,,,22.7,8.2,,21,,1,1.2,25,30.5,42,51.2,13,15.9,1,1.2,82
2015,경기도광명교육지원청,안서중학교,중학교,공립,N,,2학년,여자,,8.47,,16.8,,,,22.1,9.7,,20.9,,0,0,32,40.5,42,53.2,5,6.3,0,0,79
2015,경기도광명교육지원청,안서중학교,중학교,공립,N,,3학년,남자,,9.37,,8.7,,,,35.9,8.5,,21.8,,0,0,18,19.8,62,68.1,9,9.9,2,2.2,91
2015,경기도광명교육지원청,안서중학교,중학교,공립,N,,3학년,여자,,9.13,,15.2,,,,23,10.2,,21.2,,2,2.3,19,21.6,58,65.9,8,9.1,1,1.1,88
2015,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,5학년,남자,,4.02,,7.7,,,,24.4,7.6,,,,0,0,7,100,0,0,0,0,0,0,7
2015,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,5학년,여자,,4.9,,17.3,,,,22,8.4,,,,0,0,2,66.7,1,33.3,0,0,0,0,3
2015,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,6학년,남자,,4.37,,12.6,,,,24.6,9.4,,20.3,,2,40,2,40,0,0,1,20,0,0,5
2015,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,6학년,여자,,4.47,,20.6,,,,20.9,9.4,,19.7,,2,28.6,3,42.9,2,28.6,0,0,0,0,7
2015,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,5학년,남자,106.1,5.15,,2,7.8,,81.1,16.1,,162,19.6,,30,36.1,49,59,4,4.8,0,0,0,0,83
2015,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,5학년,여자,91.1,4.52,,7,8,,62.1,16.6,11.1,143.8,18.5,,30,37,48,59.3,3,3.7,0,0,0,0,81
2015,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,6학년,남자,93,,,,7.7,,72,,,164.9,19.8,,13,21.3,38,62.3,9,14.8,1,1.6,0,0,61
2015,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,6학년,여자,85.5,,,17.2,7.9,,57.2,22.3,8.9,138.5,18.5,,17,23,53,71.6,3,4.1,1,1.4,0,0,74
2015,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,5학년,남자,,5.57,,10.2,,,,19.3,8.8,167.8,19.6,,5,7.2,31,44.9,33,47.8,0,0,0,0,69
2015,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,5학년,여자,,7,,14,,,,18.6,,151.3,19.3,,2,3.6,23,41.8,28,50.9,2,3.6,0,0,55
2015,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,6학년,여자,,6.03,,16.7,,,,22.4,,162.5,19.5,,5,7.7,37,56.9,20,30.8,3,4.6,0,0,65
2015,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,6학년,남자,128,5.17,,10.2,,,,26,8.4,183,21,8,7,9.7,35,48.6,26,36.1,4,5.6,0,0,72
2015,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,6학년,여자,,7.38,,15.4,,,98.8,,10.9,,17.8,,0,0,4,66.7,0,0,2,33.3,0,0,6
2015,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,6학년,남자,,5.55,,7.9,,,95.9,,9.3,,23.7,,0,0,6,60,3,30,0,0,1,10,10
2015,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,5학년,남자,,6.15,,13.4,,,71.8,,10.5,,17.4,,1,20,1,20,3,60,0,0,0,0,5
2015,경기도교육청,운산고등학교,고등학교,공립,N,,2학년,여자,27.6,8,,12.4,,30,,25.4,10.4,,20.7,,3,2,29,19.1,72,47.4,46,30.3,2,1.3,152
2015,경기도교육청,운산고등학교,고등학교,공립,N,,3학년,남자,54.6,,,10.7,,,,41.2,7.7,,23.2,,6,3.4,42,24.1,84,48.3,38,21.8,4,2.3,174
2015,경기도교육청,운산고등학교,고등학교,공립,N,,3학년,여자,30.3,,,13.8,,,,26.1,10.2,,21.3,,2,1.3,21,14,88,58.7,38,25.3,1,0.7,150
2015,경기도교육청,운산고등학교,고등학교,공립,N,,2학년,남자,53.2,7.25,,9.3,,20,,40.1,7.8,,22,,4,2.6,47,30.3,70,45.2,29,18.7,5,3.2,155
2015,경기도교육청,운산고등학교,고등학교,공립,N,,1학년,여자,34.7,6.1,,16.1,,40,,25.2,9.8,,21.1,,9,6,56,37.3,72,48,13,8.7,0,0,150
2015,경기도교육청,운산고등학교,고등학교,공립,N,,1학년,남자,53.2,,,8.5,,,,37.8,7.9,,21.2,,10,6.1,45,27.4,77,47,28,17.1,4,2.4,164
2015,경기도교육청,진성고등학교,고등학교,사립,N,,1학년,남자,30,5.5,80.6,10.1,,31.8,,43.1,8,204.9,21.6,15.9,8,5.1,86,55.1,54,34.6,8,5.1,0,0,156
2015,경기도교육청,진성고등학교,고등학교,사립,N,,1학년,여자,,7.28,54.1,17.4,,33.1,,28.2,9,139.8,21.3,29.1,0,0,68,47.6,64,44.8,9,6.3,2,1.4,143
2015,경기도교육청,진성고등학교,고등학교,사립,N,,2학년,남자,,,82.5,10,,31,,,,198.3,21.6,17.7,3,1.8,53,32.3,87,53,19,11.6,2,1.2,164
2015,경기도교육청,진성고등학교,고등학교,사립,N,,3학년,남자,,7.26,,12.1,,32.2,,,,212.1,21.8,,2,1.1,37,20.3,109,59.9,33,18.1,1,0.5,182
2015,경기도교육청,진성고등학교,고등학교,사립,N,,3학년,여자,,7.37,,18.1,,36.4,,,,142.7,21.8,,13,7.9,80,48.8,64,39,7,4.3,0,0,164
2015,경기도교육청,진성고등학교,고등학교,사립,N,,2학년,여자,,,55.1,16.4,,38.9,,,,109,22.2,31.1,1,0.6,61,37.7,74,45.7,24,14.8,2,1.2,162
2015,경기도광명교육지원청,철산중학교,중학교,공립,N,,3학년,남자,57.3,,,10,,,,38,7.9,,21.4,,19,7.1,116,43.3,115,42.9,16,6,2,0.7,268
2015,경기도광명교육지원청,철산중학교,중학교,공립,N,,2학년,여자,28.1,,,14.2,,,,23.2,9.9,,20.3,,6,2.2,114,42.7,128,47.9,18,6.7,1,0.4,267
2015,경기도광명교육지원청,철산중학교,중학교,공립,N,,2학년,남자,47.3,,,8.1,,,,31.6,8.4,,20.9,,13,4.5,85,29.4,150,51.9,40,13.8,1,0.3,289
2015,경기도광명교육지원청,철산중학교,중학교,공립,N,,1학년,여자,25,,69,15,,,,22.7,10.6,,19.9,,7,2.7,96,37.4,135,52.5,18,7,1,0.4,257
2015,경기도광명교육지원청,철산중학교,중학교,공립,N,,1학년,남자,36.5,,,7.9,,,,27.5,9.2,,21,,1,0.4,77,28.2,149,54.6,45,16.5,1,0.4,273
2015,경기도광명교육지원청,철산중학교,중학교,공립,N,,3학년,여자,31.4,,,14.7,,,,25.4,9.7,,20.9,,11,4.6,102,42.7,116,48.5,7,2.9,3,1.3,239
2015,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,5학년,여자,70.3,,,15,,,50,18.1,10.1,,18.5,24.7,8,6.1,65,49.6,55,42,2,1.5,1,0.8,131
2015,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,5학년,남자,80.8,6.05,67.9,8.5,,,42,19.1,9.4,169.3,19.4,16.3,4,2.5,78,47.9,75,46,6,3.7,0,0,163
2015,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,6학년,남자,83.5,4.27,,7.8,,,,23.5,8.9,,20.3,,11,8.3,56,42.1,62,46.6,4,3,0,0,133
2015,경기도광명교육지원청,철산초등학교,초등학교,공립,N,,6학년,여자,76.8,5.46,52.4,15.4,,,,21.5,9.5,142,19,17.2,7,5.4,77,59.2,43,33.1,3,2.3,0,0,130
2015,경기도교육청,충현고등학교,고등학교,공립,N,,1학년,여자,31.5,,,16.2,,,,25.8,10.5,,21.5,,5,4.9,37,36.3,41,40.2,15,14.7,4,3.9,102
2015,경기도교육청,충현고등학교,고등학교,공립,N,,2학년,남자,60,,,10,,,,41.9,7.6,,22.5,,4,2.5,63,39.4,63,39.4,28,17.5,2,1.3,160
2015,경기도교육청,충현고등학교,고등학교,공립,N,,3학년,남자,66.4,,,12.7,,,,42.7,7.4,,22.4,,7,4.5,72,46.8,54,35.1,19,12.3,2,1.3,154
2015,경기도교육청,충현고등학교,고등학교,공립,N,,3학년,여자,36.3,,,16.7,,,,27.1,9.9,,21.2,,2,1.1,62,33.5,96,51.9,23,12.4,2,1.1,185
2015,경기도교육청,충현고등학교,고등학교,공립,N,,2학년,여자,28.9,,,15.2,,,,25.5,10.7,,21.6,,1,0.7,36,25,70,48.6,35,24.3,2,1.4,144
2015,경기도교육청,충현고등학교,고등학교,공립,N,,1학년,남자,51.9,,,10.4,,,,37.6,8.7,,22.5,,5,3.8,37,28,60,45.5,24,18.2,6,4.5,132
2015,경기도광명교육지원청,충현중학교,중학교,공립,N,,1학년,남자,47.6,,,6.2,,,,33.4,8.8,,20.7,20.8,9,9.9,33,36.3,41,45.1,7,7.7,1,1.1,91
2015,경기도광명교육지원청,충현중학교,중학교,공립,N,,1학년,여자,33,,,13.3,,,,28.4,9.5,,19.9,27.4,17,17.9,48,50.5,26,27.4,4,4.2,0,0,95
2015,경기도광명교육지원청,충현중학교,중학교,공립,N,,2학년,남자,57.4,,,7.3,,,,40.6,8.2,,21.1,20.1,17,18.5,42,45.7,26,28.3,6,6.5,1,1.1,92
2015,경기도광명교육지원청,충현중학교,중학교,공립,N,,2학년,여자,35.8,,,12.3,,,,31.9,9.6,,20.8,29.7,8,10.1,44,55.7,26,32.9,1,1.3,0,0,79
2015,경기도광명교육지원청,충현중학교,중학교,공립,N,,3학년,남자,60.2,,,6.8,,,,44.2,7.8,,21.3,19.2,10,13.2,33,43.4,26,34.2,6,7.9,1,1.3,76
2015,경기도광명교육지원청,충현중학교,중학교,공립,N,,3학년,여자,32,,,11.5,,,,32.3,9.9,,22,31.8,5,6.2,36,44.4,32,39.5,6,7.4,2,2.5,81
2015,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,5학년,여자,,6.16,,11.3,,,,19,10.3,,18.3,,2,2.2,37,41.6,42,47.2,8,9,0,0,89
2015,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,5학년,남자,,5.49,,5.9,,,,19.4,10.1,,19.4,,5,5,30,30,47,47,18,18,0,0,100
2015,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,6학년,남자,,5.56,,6.6,,,,22.7,9.9,,20.4,,0,0,30,33.3,40,44.4,18,20,2,2.2,90
2015,경기도광명교육지원청,충현초등학교,초등학교,공립,N,,6학년,여자,,6.2,,12.6,,,,22.7,10.1,,18.9,,0,0,36,45.6,37,46.8,6,7.6,0,0,79
2015,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,5학년,남자,85.1,,,9.4,,,87,,9.7,,19.1,,12,23.1,20,38.5,20,38.5,0,0,0,0,52
2015,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,6학년,여자,75.1,,74.1,13.5,,,62,18.2,9.8,,18.7,18.4,7,14,28,56,13,26,2,4,0,0,50
2015,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,6학년,남자,86.4,,,8.3,6,,88.1,,9.2,115,19.3,,13,24.1,25,46.3,14,25.9,2,3.7,0,0,54
2015,경기도광명교육지원청,하안남초등학교,초등학교,공립,N,,5학년,여자,77.2,,,16.2,,,67.5,13.8,10.2,,19,41.8,12,22.2,26,48.1,15,27.8,1,1.9,0,0,54
2015,경기도광명교육지원청,하안북중학교,중학교,공립,N,,1학년,남자,53.7,,,5.2,,,,28,,174.6,21.8,20.8,8,4.5,64,36.4,67,38.1,36,20.5,1,0.6,176
2015,경기도광명교육지원청,하안북중학교,중학교,공립,N,,1학년,여자,33.8,,,13,,,,23.7,10.9,135.7,21.3,26.7,5,2.6,83,43,90,46.6,14,7.3,1,0.5,193
2015,경기도광명교육지원청,하안북중학교,중학교,공립,N,,2학년,남자,61.8,,,3.7,,,,32.2,,189.9,20.9,19.6,10,4,98,39.2,109,43.6,32,12.8,1,0.4,250
2015,경기도광명교육지원청,하안북중학교,중학교,공립,N,,2학년,여자,34.8,,,15.1,,,,24,,145.2,21.1,28.4,9,4.4,89,43.6,95,46.6,11,5.4,0,0,204
2015,경기도광명교육지원청,하안북중학교,중학교,공립,N,,3학년,남자,65.4,,,6.5,,,,36.5,,188.6,21.7,18.9,11,5.2,70,33.3,93,44.3,36,17.1,0,0,210
2015,경기도광명교육지원청,하안북중학교,중학교,공립,N,,3학년,여자,32.7,,,13.8,,,,25.2,,129.8,21.6,29.6,2,0.9,70,33.2,110,52.1,29,13.7,0,0,211
2015,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,5학년,남자,100.4,,,8,,,,21,9.8,,19,,1,2,14,27.5,36,70.6,0,0,0,0,51
2015,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,5학년,여자,94.8,,,13.8,,,,20.8,10.1,,18.4,,5,11.6,18,41.9,20,46.5,0,0,0,0,43
2015,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,6학년,남자,93,,,6.9,,,,25.6,9.2,,20.3,,4,7.5,23,43.4,25,47.2,1,1.9,0,0,53
2015,경기도광명교육지원청,하안북초등학교,초등학교,공립,N,,6학년,여자,78.4,6.2,,13.6,,,,23.7,9.9,,19,,2,4,28,56,20,40,0,0,0,0,50
2015,경기도광명교육지원청,하안중학교,중학교,공립,N,,1학년,남자,48.5,,,9.2,,,,28.9,8.5,,19.9,,15,6.2,103,42.6,94,38.8,30,12.4,0,0,242
2015,경기도광명교육지원청,하안중학교,중학교,공립,N,,3학년,여자,36.7,,,15.4,,,,24.7,10,,21.1,,8,3.2,123,49,100,39.8,19,7.6,1,0.4,251
2015,경기도광명교육지원청,하안중학교,중학교,공립,N,,3학년,남자,62.3,,,10.3,,,,35.9,7.9,,21.6,,15,6.2,113,46.7,97,40.1,17,7,0,0,242
2015,경기도광명교육지원청,하안중학교,중학교,공립,N,,2학년,여자,30.4,,,16.6,,,,25.1,10.1,,20.5,,5,2.1,131,55,89,37.4,13,5.5,0,0,238
2015,경기도광명교육지원청,하안중학교,중학교,공립,N,,2학년,남자,53.9,,,11.6,,,,33.3,8.2,,20.1,,23,8.6,129,48,107,39.8,10,3.7,0,0,269
2015,경기도광명교육지원청,하안중학교,중학교,공립,N,,1학년,여자,33.3,,,16.4,,,,23.2,9.6,,19.7,,12,5.6,134,62.6,61,28.5,7,3.3,0,0,214
2015,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,5학년,남자,62.2,,,8.6,,,34,19.8,9.8,,20.5,,3,4.2,20,28.2,39,54.9,9,12.7,0,0,71
2015,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,5학년,여자,55.6,,64.8,11.9,,,,18.4,10.2,123,19.7,,2,3.1,20,30.8,37,56.9,6,9.2,0,0,65
2015,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,6학년,남자,119.2,,,8.3,,,,23.3,9.7,,21.4,,3,3.8,42,52.5,33,41.3,2,2.5,0,0,80
2015,경기도광명교육지원청,하안초등학교,초등학교,공립,N,,6학년,여자,121.5,4.36,,12.5,,,15,21.7,10.1,,19.8,,6,9.8,34,55.7,20,32.8,1,1.6,0,0,61
2015,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,5학년,남자,,5.5,67.7,4.1,,,,17.1,10.8,,19.6,,1,1.3,18,23.7,40,52.6,15,19.7,2,2.6,76
2015,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,5학년,여자,,6.15,,11.5,,,,16.1,11.1,,18.3,,0,0,28,33.7,45,54.2,10,12,0,0,83
2015,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,6학년,여자,,5.59,,13.1,,,,22.7,9.3,,19.4,,4,6.8,28,47.5,26,44.1,1,1.7,0,0,59
2015,경기도광명교육지원청,하일초등학교,초등학교,공립,N,,6학년,남자,,5.16,34.8,8.5,,,74,23.3,8.8,,20.1,,0,0,37,56.1,27,40.9,2,3,0,0,66

