기준년도,지역교육청명,학교명,학교급명,설립구분명,제외여부,제외사유,학년명,성별명,심폐지구력-왕복오래달리기평균값(회),심폐지구력-오래달리기걷기평균값(초),심폐지구력-스텝검사평균값(PEI),유연성-앉아윗몸앞으로굽히기평균값(cm),유연성-종합유연성평균(점),근력·근지구력-(무릎대고)팔굽혀펴기평균값(회),근력·근지구력-윗몸말아올리기평균값(회),근력·근지구력-악력평균값kg,순발력-50m달리기평균값(초),순발력-제자리멀리뛰기평균값(cm),비만-BMI평균값(kg/㎡),비만-체지방률평균값(%fat),1등급(80~100점)인원수(명),1등급(80~100점)비율(%),2등급(60~79점)인원수(명),2등급(60~79점)비율(%),3등급(40~59점)인원수(명),3등급(40~59점)비율(%),4등급(20~39점)인원수(명),4등급(20~39점)비율(%),5등급(0~19점)인원수(명),5등급(0~19점)비율(%),검사인원수(명)
2016,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,6학년,여자,79.2,,,14.5,,,,19.6,9.9,,19.5,,4,5.1,35,44.3,36,45.6,3,3.8,1,1.3,79
2016,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,6학년,남자,96,3.47,,8.2,7,,116,22.5,9.1,218,19.9,,10,10.8,46,49.5,32,34.4,5,5.4,0,0,93
2016,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,5학년,여자,69.4,,,10.3,,,37,17.8,9.5,128,18.5,,3,4.4,30,44.1,33,48.5,2,2.9,0,0,68
2016,경기도광명교육지원청,광명광덕초등학교,초등학교,공립,N,,5학년,남자,83.1,4.15,78.3,6.9,,,80,19,9.1,148.5,19.5,,8,11.1,24,33.3,37,51.4,3,4.2,0,0,72
2016,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,6학년,여자,71.3,,,14.4,,,,21.2,10.9,,18.5,,1,1.2,37,44,43,51.2,3,3.6,0,0,84
2016,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,6학년,남자,86.9,,,6.4,8,,,23.9,10.3,148,20.3,,3,2.5,40,33.9,73,61.9,2,1.7,0,0,118
2016,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,5학년,여자,68,8.27,,13.4,,,,17.9,11.6,,18,30,1,1.1,32,36,52,58.4,4,4.5,0,0,89
2016,경기도광명교육지원청,광명광성초등학교,초등학교,공립,N,,5학년,남자,84.6,5.23,,5.4,,,,19.5,11.6,171,19.4,,0,0,25,28.1,57,64,7,7.9,0,0,89
2016,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,5학년,남자,67.3,,,9.3,,,,18.8,9.6,,19.8,,2,2.5,29,35.8,39,48.1,10,12.3,1,1.2,81
2016,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,5학년,여자,58.8,,,14.4,,,,16.5,9.9,,18.8,,3,4.3,24,34.3,39,55.7,4,5.7,0,0,70
2016,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,6학년,남자,,5.02,,5.9,,,,22.2,10.1,,20.4,21.4,1,1.4,27,38,35,49.3,8,11.3,0,0,71
2016,경기도광명교육지원청,광명남초등학교,초등학교,공립,N,,6학년,여자,,5.51,,10,,,,21.6,10.8,,19.9,25.4,0,0,20,27.4,45,61.6,8,11,0,0,73
2016,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,6학년,여자,,5.32,,14.8,,,,20,10,,20.2,12.8,2,2.9,35,50.7,30,43.5,2,2.9,0,0,69
2016,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,6학년,남자,,4.28,66,8.4,,,,22.6,9.2,,20.2,,5,7.1,39,55.7,23,32.9,3,4.3,0,0,70
2016,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,5학년,여자,,6.27,,14.4,,,,19.6,10.1,,20.5,,0,0,22,47.8,21,45.7,3,6.5,0,0,46
2016,경기도광명교육지원청,광명동초등학교,초등학교,공립,N,,5학년,남자,,6.03,,9,,,,19.7,10,,20.3,,1,1.5,18,27.7,38,58.5,7,10.8,1,1.5,65
2016,경기도교육청,광명북고등학교,고등학교,공립,N,,1학년,남자,,6.29,81,10.1,,,,37.2,7.1,213.7,21.9,8,8,3.5,104,45.2,100,43.5,17,7.4,1,0.4,230
2016,경기도교육청,광명북고등학교,고등학교,공립,N,,3학년,여자,,7.35,,13.6,,,,24,,158.1,21.8,,6,2.3,76,29.2,133,51.2,43,16.5,2,0.8,260
2016,경기도교육청,광명북고등학교,고등학교,공립,N,,3학년,남자,,7.2,,8.6,,,,39.2,,223.1,23.2,,7,2.6,65,24.1,114,42.2,74,27.4,10,3.7,270
2016,경기도교육청,광명북고등학교,고등학교,공립,N,,2학년,여자,23,7.42,,14.2,,,,24.2,,134,21.4,,2,0.9,65,28.6,106,46.7,53,23.3,1,0.4,227
2016,경기도교육청,광명북고등학교,고등학교,공립,N,,2학년,남자,,7.07,,10.4,,,,38.5,,215.8,22.4,,4,1.6,73,29.7,122,49.6,45,18.3,2,0.8,246
2016,경기도교육청,광명북고등학교,고등학교,공립,N,,1학년,여자,,7.06,61.7,17.3,,,,24.9,,137.6,21.3,,7,3.3,79,37.8,108,51.7,13,6.2,2,1,209
2016,경기도광명교육지원청,광명북중학교,중학교,공립,N,,1학년,남자,46.8,,,9.3,,,,34.4,,188.2,21.3,,17,11.4,66,44.3,56,37.6,9,6,1,0.7,149
2016,경기도광명교육지원청,광명북중학교,중학교,공립,N,,1학년,여자,33.5,,,15.5,,,,29.4,,135.3,20.2,,9,6.5,78,56.1,43,30.9,9,6.5,0,0,139
2016,경기도광명교육지원청,광명북중학교,중학교,공립,N,,2학년,여자,28.4,,,14.9,,,,29.9,,129.3,21.1,,2,1.1,68,38.9,91,52,13,7.4,1,0.6,175
2016,경기도광명교육지원청,광명북중학교,중학교,공립,N,,3학년,남자,54.9,,,11,,,,42.7,,196.4,20.9,,23,10.3,107,47.8,72,32.1,19,8.5,3,1.3,224
2016,경기도광명교육지원청,광명북중학교,중학교,공립,N,,3학년,여자,31.1,,,17.6,,,,30.4,,133.6,21.9,,10,4.5,91,41.4,98,44.5,21,9.5,0,0,220
2016,경기도광명교육지원청,광명북중학교,중학교,공립,N,,2학년,남자,50.8,,,8.5,,,,38,,182.9,21,,17,8,91,42.9,75,35.4,24,11.3,5,2.4,212
2016,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,6학년,남자,79.5,,,9.4,,,,21.5,8.9,169.1,19.9,,8,6.1,54,40.9,60,45.5,9,6.8,1,0.8,132
2016,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,5학년,남자,68.4,,,6.6,,,,19.9,,169.7,20.5,,3,3.7,33,40.2,44,53.7,2,2.4,0,0,82
2016,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,5학년,여자,59.7,6.24,,12.4,,,,18,10.1,149,19,,6,5.8,43,41.7,47,45.6,7,6.8,0,0,103
2016,경기도광명교육지원청,광명북초등학교,초등학교,공립,N,,6학년,여자,74.4,7,,16.2,,,,20.8,9.7,157.4,19.5,,8,10.3,39,50,30,38.5,1,1.3,0,0,78
2016,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,5학년,남자,,4.59,,9.8,,,,17.5,10.3,,19.4,,0,0,29,36.7,49,62,1,1.3,0,0,79
2016,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,5학년,여자,51,5.17,,14.8,,,,18.7,11,,19.1,,0,0,41,46.6,46,52.3,0,0,1,1.1,88
2016,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,6학년,남자,70,5.27,,5.9,,,100,25.2,9.3,155,20.3,,0,0,46,46.5,39,39.4,14,14.1,0,0,99
2016,경기도광명교육지원청,광명서초등학교,초등학교,공립,N,,6학년,여자,,6.07,,11.4,,,,23.6,10,,19.2,,2,3.1,28,43.1,30,46.2,4,6.2,1,1.5,65
2016,경기도광명교육지원청,광명중학교,중학교,공립,N,,3학년,남자,77,5.35,66.1,11.7,,,,34.5,8.5,201.9,21.8,14,8,3.9,93,45.4,87,42.4,17,8.3,0,0,205
2016,경기도광명교육지원청,광명중학교,중학교,공립,N,,2학년,여자,,,59.7,17.1,,,,24.9,,144.6,21.2,,0,0,76,43.4,88,50.3,11,6.3,0,0,175
2016,경기도광명교육지원청,광명중학교,중학교,공립,N,,2학년,남자,66,,62.7,12.7,,,,31.6,7.2,191.3,20.9,,11,5.8,86,45.5,77,40.7,15,7.9,0,0,189
2016,경기도광명교육지원청,광명중학교,중학교,공립,N,,1학년,여자,10,,56.9,15.4,,,,21.9,10.9,155.7,20.1,,2,1.5,50,37.6,70,52.6,9,6.8,2,1.5,133
2016,경기도광명교육지원청,광명중학교,중학교,공립,N,,1학년,남자,68,,62.3,7.5,,,,25.9,7.1,188.9,20.2,,6,4,61,40.9,62,41.6,18,12.1,2,1.3,149
2016,경기도광명교육지원청,광명중학교,중학교,공립,N,,3학년,여자,32,,60.9,17.9,8,53.5,,24.1,9.3,143.3,21.7,,2,1,90,46.4,89,45.9,12,6.2,1,0.5,194
2016,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,5학년,여자,51.4,6.37,,10,,,,18,10.3,,19.3,20.3,0,0,25,32.5,48,62.3,4,5.2,0,0,77
2016,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,6학년,남자,72,,,7.4,,,,21.6,9.3,,20.3,,3,3.8,26,33.3,44,56.4,3,3.8,2,2.6,78
2016,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,6학년,여자,60.1,,,14.1,,,,22.3,10,86,20.6,,3,4.4,23,33.8,40,58.8,2,2.9,0,0,68
2016,경기도광명교육지원청,광명초등학교,초등학교,공립,N,,5학년,남자,58.5,,,5.1,,,,18.3,9.7,,20.3,,2,2.7,17,22.7,50,66.7,4,5.3,2,2.7,75
2016,경기도교육청,광문고등학교,고등학교,공립,N,,3학년,여자,22.9,,,17.1,,,,26.7,,140.7,21.9,,1,0.8,30,23.4,69,53.9,26,20.3,2,1.6,128
2016,경기도교육청,광문고등학교,고등학교,공립,N,,2학년,남자,67,5.36,,12.1,,22,,39.4,,207.6,21.6,,1,0.6,57,34.1,85,50.9,21,12.6,3,1.8,167
2016,경기도교육청,광문고등학교,고등학교,공립,N,,3학년,남자,38.1,,,13.8,,,,43,,215,23,,3,2.4,20,16,60,48,37,29.6,5,4,125
2016,경기도교육청,광문고등학교,고등학교,공립,N,,1학년,여자,33.5,,51.3,15.2,,,,23.7,,134.9,21.7,,0,0,34,19.8,114,66.3,23,13.4,1,0.6,172
2016,경기도교육청,광문고등학교,고등학교,공립,N,,1학년,남자,63.2,6.14,,11,,,,37,,192.7,22.3,,1,0.5,66,35.3,83,44.4,35,18.7,2,1.1,187
2016,경기도교육청,광문고등학교,고등학교,공립,N,,2학년,여자,35.7,,,16.1,,,,24.2,,150.3,21.3,,0,0,44,28.2,100,64.1,12,7.7,0,0,156
2016,경기도광명교육지원청,광문중학교,중학교,공립,N,,2학년,남자,50,7.4,,8.5,,42,66.1,35,8.1,160,21,,16,12.3,51,39.2,56,43.1,6,4.6,1,0.8,130
2016,경기도광명교육지원청,광문중학교,중학교,공립,N,,1학년,여자,36.2,7.42,,16,,,44.2,25.8,9.9,153,20.4,,10,8.5,63,53.4,38,32.2,7,5.9,0,0,118
2016,경기도광명교육지원청,광문중학교,중학교,공립,N,,2학년,여자,28.8,,,17.6,,,36.7,,9.8,,21.6,,10,7.2,60,43.2,63,45.3,6,4.3,0,0,139
2016,경기도광명교육지원청,광문중학교,중학교,공립,N,,3학년,남자,60.3,,,10.7,,,51.2,,7.8,,22.2,,12,7.3,80,48.8,63,38.4,9,5.5,0,0,164
2016,경기도광명교육지원청,광문중학교,중학교,공립,N,,3학년,여자,36.2,,,17.9,,,37.5,,9.7,,21.9,,18,12.5,73,50.7,48,33.3,5,3.5,0,0,144
2016,경기도광명교육지원청,광문중학교,중학교,공립,N,,1학년,남자,51.1,,,8.9,,,72.3,,9,,20.8,,8,6.3,55,43.7,57,45.2,5,4,1,0.8,126
2016,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,5학년,여자,,6.29,,10.7,,,,16.1,10.4,,18.2,,0,0,19,27.5,39,56.5,11,15.9,0,0,69
2016,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,5학년,남자,86.3,5.46,,5.6,,,,17.6,10.1,174,19.1,,0,0,17,24.6,43,62.3,9,13,0,0,69
2016,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,6학년,여자,78,6.19,,12.3,,,,18.8,10.5,,19.5,,0,0,18,21.2,58,68.2,8,9.4,1,1.2,85
2016,경기도광명교육지원청,광문초등학교,초등학교,공립,N,,6학년,남자,84,5.42,,8.4,,,,20,9.7,,19.8,,0,0,24,31.2,45,58.4,8,10.4,0,0,77
2016,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,5학년,남자,64.3,,,8.6,,,,19.1,9.8,,19.7,,3,5.6,16,29.6,28,51.9,7,13,0,0,54
2016,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,6학년,여자,53.3,,,16.2,,,,21.9,10,,19.4,,3,7.1,14,33.3,21,50,4,9.5,0,0,42
2016,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,5학년,여자,51.4,,,17.8,,,,19.4,10.3,,18,,2,5.6,20,55.6,14,38.9,0,0,0,0,36
2016,경기도광명교육지원청,광일초등학교,초등학교,공립,N,,6학년,남자,76.4,,,10.9,,,,23.9,8.9,,20.3,,5,10.4,21,43.8,19,39.6,3,6.3,0,0,48
2016,경기도교육청,광휘고등학교,고등학교,공립,N,,2학년,여자,37,6.41,,18.4,,,46.3,31.5,9.5,199,21.7,,62,41.3,59,39.3,24,16,4,2.7,1,0.7,150
2016,경기도교육청,광휘고등학교,고등학교,공립,N,,3학년,남자,,7.45,,10.6,,,100,,7.3,,22.9,,22,14.7,59,39.3,52,34.7,17,11.3,0,0,150
2016,경기도교육청,광휘고등학교,고등학교,공립,N,,3학년,여자,,7.45,,14.5,,,44.4,,9.7,,22.2,,19,12.8,70,47.3,47,31.8,12,8.1,0,0,148
2016,경기도교육청,광휘고등학교,고등학교,공립,N,,1학년,남자,62.5,6.45,,9.9,,48,112.3,37.1,7.8,,21.8,14.4,37,23.6,71,45.2,40,25.5,9,5.7,0,0,157
2016,경기도교육청,광휘고등학교,고등학교,공립,N,,1학년,여자,26,7.05,55.3,17.6,,17.5,45,32.1,10.1,146.7,21.5,,35,22.9,75,49,34,22.2,8,5.2,1,0.7,153
2016,경기도교육청,광휘고등학교,고등학교,공립,N,,2학년,남자,,6.35,,11.5,,,110.8,,7.5,,22.4,,37,24.2,75,49,34,22.2,6,3.9,1,0.7,153
2016,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,5학년,여자,,5.46,,13.2,,,,17.3,10.9,139.1,18.4,,3,2.6,62,53,39,33.3,13,11.1,0,0,117
2016,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,6학년,남자,105,5.38,,6.8,,,115,22.2,,183.4,20.1,,6,4.7,53,41.1,53,41.1,17,13.2,0,0,129
2016,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,5학년,남자,67,5.2,,7.4,,,,18.4,10.6,152.4,19.2,,3,2,61,40.7,69,46,17,11.3,0,0,150
2016,경기도광명교육지원청,구름산초등학교,초등학교,공립,N,,6학년,여자,,6.12,,14.6,,,,20,,153.3,19,,6,5.1,43,36.4,62,52.5,6,5.1,1,0.8,118
2016,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,5학년,남자,72.8,,,,7.1,,,19.1,,149.7,19.8,,3,7,15,34.9,23,53.5,2,4.7,0,0,43
2016,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,5학년,여자,65.2,,,,7.9,,,18.7,,132.6,17.8,,2,5.6,20,55.6,14,38.9,0,0,0,0,36
2016,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,6학년,남자,87.1,,,,7.2,,,25,,169.5,19.1,,5,17.9,16,57.1,6,21.4,1,3.6,0,0,28
2016,경기도광명교육지원청,도덕초등학교,초등학교,공립,N,,6학년,여자,68.4,,,,7.7,,,22.2,,137.6,19.1,,1,3.4,18,62.1,10,34.5,0,0,0,0,29
2016,경기도교육청,명문고등학교,고등학교,공립,N,,3학년,여자,24.2,,,16.9,,,,33,11.1,,21.8,,10,4.3,52,22.5,119,51.5,44,19,6,2.6,231
2016,경기도교육청,명문고등학교,고등학교,공립,N,,3학년,남자,49.7,,,12.2,,,,50.8,8.6,,22.7,,3,1.2,81,32.1,124,49.2,41,16.3,3,1.2,252
2016,경기도교육청,명문고등학교,고등학교,공립,N,,2학년,여자,32.4,,,17.7,,,,35.2,9.5,,21.8,,23,11,108,51.7,71,34,7,3.3,0,0,209
2016,경기도교육청,명문고등학교,고등학교,공립,N,,2학년,남자,58.1,,,12.7,,,,51.8,7.4,,22.3,,22,10.2,102,47.4,76,35.3,13,6,2,0.9,215
2016,경기도교육청,명문고등학교,고등학교,공립,N,,1학년,여자,32.8,,,18.2,,,,32.4,10.5,,21.6,,10,4.7,108,50.9,81,38.2,12,5.7,1,0.5,212
2016,경기도교육청,명문고등학교,고등학교,공립,N,,1학년,남자,55.3,,,11.5,,,,48.5,8.4,,21.8,,4,1.8,97,43.5,89,39.9,33,14.8,0,0,223
2016,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,5학년,남자,130.5,5.44,,10.7,,,,18.5,8.5,144.6,19.4,,4,5.1,25,31.6,45,57,5,6.3,0,0,79
2016,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,5학년,여자,,6.01,,13.4,,,,17.5,,121.8,19.1,,1,1.9,22,41.5,28,52.8,1,1.9,1,1.9,53
2016,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,6학년,남자,,5.17,,7,,,,20.8,,172.7,20.6,,6,6.9,23,26.4,53,60.9,5,5.7,0,0,87
2016,경기도광명교육지원청,서면초등학교,초등학교,공립,N,,6학년,여자,,5.55,,15.8,,,,20.9,11.4,154.7,20.7,,3,5.4,21,37.5,32,57.1,0,0,0,0,56
2016,경기도교육청,소하고등학교,고등학교,공립,N,,3학년,남자,69.2,,,11.8,,,,54.6,7.4,,22.1,,36,14,119,46.3,90,35,12,4.7,0,0,257
2016,경기도교육청,소하고등학교,고등학교,공립,N,,2학년,여자,34.7,,,18.2,,38,44.6,,9.7,115,21.9,,49,22.3,100,45.5,62,28.2,8,3.6,1,0.5,220
2016,경기도교육청,소하고등학교,고등학교,공립,N,,2학년,남자,59.9,,,11.4,,,71.6,,7.7,,22.1,,10,4.4,111,48.5,81,35.4,26,11.4,1,0.4,229
2016,경기도교육청,소하고등학교,고등학교,공립,N,,1학년,여자,49.8,,,16.1,,,44.1,25.8,9,152.6,21.5,,37,16.7,110,49.8,64,29,9,4.1,1,0.5,221
2016,경기도교육청,소하고등학교,고등학교,공립,N,,1학년,남자,74,,,9.4,,,97.9,,,212.4,22,,38,15.8,125,52.1,61,25.4,15,6.3,1,0.4,240
2016,경기도교육청,소하고등학교,고등학교,공립,N,,3학년,여자,41.3,,,16.5,,,,36.1,9.4,,22.1,,28,11.2,124,49.6,84,33.6,13,5.2,1,0.4,250
2016,경기도광명교육지원청,소하중학교,중학교,공립,N,,1학년,남자,,8.4,,9.2,,,,26.7,8.5,,20.5,,7,4,70,40,78,44.6,20,11.4,0,0,175
2016,경기도광명교육지원청,소하중학교,중학교,공립,N,,2학년,여자,,7.37,,16.1,,,,24.5,9.5,,21.7,,7,3.5,98,48.8,87,43.3,9,4.5,0,0,201
2016,경기도광명교육지원청,소하중학교,중학교,공립,N,,3학년,남자,,8.02,,8.3,,,,35.3,8,,22.1,,5,2.5,81,39.9,89,43.8,26,12.8,2,1,203
2016,경기도광명교육지원청,소하중학교,중학교,공립,N,,3학년,여자,41.1,7.3,,12.9,,,55,24.4,9.6,132.2,21.2,,10,5.5,75,41.4,82,45.3,14,7.7,0,0,181
2016,경기도광명교육지원청,소하중학교,중학교,공립,N,,2학년,남자,,7.54,,8.8,,,,32.1,8.2,,22.3,,15,8.4,69,38.8,72,40.4,21,11.8,1,0.6,178
2016,경기도광명교육지원청,소하중학교,중학교,공립,N,,1학년,여자,,7.32,,16.2,,,,23.3,9.4,,19.9,,9,5.8,86,55.8,51,33.1,7,4.5,1,0.6,154
2016,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,6학년,여자,70.5,5.43,,15.6,,,31,22,10,150.7,20.4,,4,6.6,32,52.5,24,39.3,1,1.6,0,0,61
2016,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,5학년,여자,76.3,4.44,,13.5,,,35,25.5,10.1,148.7,18.5,,10,14.9,35,52.2,21,31.3,0,0,1,1.5,67
2016,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,5학년,남자,74.7,6.52,,7,,,,20.3,11,157.8,19.4,,2,2,45,44.6,47,46.5,7,6.9,0,0,101
2016,경기도광명교육지원청,소하초등학교,초등학교,공립,N,,6학년,남자,85.3,,,9.4,,,,23.3,,176.8,20.3,,7,10.3,32,47.1,28,41.2,1,1.5,0,0,68
2016,경기도광명교육지원청,안서중학교,중학교,공립,N,,1학년,남자,46,,,8.5,,,,26,8.8,,20.5,,2,3,22,32.8,33,49.3,9,13.4,1,1.5,67
2016,경기도광명교육지원청,안서중학교,중학교,공립,N,,3학년,남자,57.3,,,11,,,,35.4,8.3,,21.6,,3,3,41,41.4,43,43.4,9,9.1,3,3,99
2016,경기도광명교육지원청,안서중학교,중학교,공립,N,,3학년,여자,38.2,,,15.9,,,,24.3,10.3,,21.4,,3,3.8,36,45.6,27,34.2,13,16.5,0,0,79
2016,경기도광명교육지원청,안서중학교,중학교,공립,N,,2학년,여자,25.4,,,18.2,,,,24.6,10.1,,21.2,,2,2.3,32,36.4,49,55.7,5,5.7,0,0,88
2016,경기도광명교육지원청,안서중학교,중학교,공립,N,,2학년,남자,44.8,,,9.7,,,,33.2,8.7,,21,,4,4.9,27,32.9,39,47.6,12,14.6,0,0,82
2016,경기도광명교육지원청,안서중학교,중학교,공립,N,,1학년,여자,33.2,,,18,,,,22.4,9.7,,20.4,,4,6.3,38,60.3,20,31.7,1,1.6,0,0,63
2016,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,6학년,여자,,8.35,,15.3,,,,27.1,14.9,,22.2,,1,25,1,25,0,0,2,50,0,0,4
2016,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,6학년,남자,,5.01,,8.9,,,,27.3,8.7,,21.4,,1,14.3,4,57.1,2,28.6,0,0,0,0,7
2016,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,5학년,여자,,5.49,,7,,,,14.3,9.5,,17.8,,0,0,1,33.3,1,33.3,1,33.3,0,0,3
2016,경기도광명교육지원청,안서초등학교,초등학교,공립,N,,5학년,남자,,5.33,,11.4,,,,20.1,9.1,,21.2,,0,0,2,40,2,40,1,20,0,0,5
2016,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,5학년,남자,99.5,,,,7.7,,81,,,163.3,19.7,,25,29.1,59,68.6,2,2.3,0,0,0,0,86
2016,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,5학년,여자,85,,,,7.9,,61,,,147.5,18.2,,27,29.7,64,70.3,0,0,0,0,0,0,91
2016,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,6학년,남자,103.4,,,,7.5,,77.1,,,163.3,20,,21,25.9,48,59.3,11,13.6,1,1.2,0,0,81
2016,경기도광명교육지원청,안현초등학교,초등학교,공립,N,,6학년,여자,92.5,,,,7.8,,58.6,,,147.4,19,,25,30.9,52,64.2,4,4.9,0,0,0,0,81
2016,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,6학년,남자,,5.28,,9.1,,,,27.5,,190.1,19.6,,9,13,35,50.7,22,31.9,3,4.3,0,0,69
2016,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,5학년,여자,45,5.58,,15.1,,,,18.1,,151.7,17.7,,5,8.5,33,55.9,21,35.6,0,0,0,0,59
2016,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,5학년,남자,75,5.37,,9.2,,,,20,7.9,172.8,19.6,,4,5.7,41,58.6,21,30,4,5.7,0,0,70
2016,경기도광명교육지원청,연서초등학교,초등학교,공립,N,,6학년,여자,,6.3,,16.3,,,,24.2,,167.6,19.3,,7,13.2,25,47.2,19,35.8,2,3.8,0,0,53
2016,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,6학년,남자,65.7,,,10.2,,,,19,10.6,,20.5,,0,0,1,14.3,5,71.4,1,14.3,0,0,7
2016,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,5학년,여자,61,,,13.2,,,,17,10.1,,17.8,,0,0,4,57.1,3,42.9,0,0,0,0,7
2016,경기도광명교육지원청,온신초등학교,초등학교,공립,N,,5학년,남자,62.4,,,12.8,,,,18.3,10.2,,19.5,,0,0,2,40,3,60,0,0,0,0,5
2016,경기도교육청,운산고등학교,고등학교,공립,N,,1학년,남자,69.5,7.27,,9.7,,,,38.3,7.4,215.7,21.7,18.5,16,10,77,48.1,49,30.6,12,7.5,6,3.8,160
2016,경기도교육청,운산고등학교,고등학교,공립,N,,3학년,여자,21.6,,,13,,,,25.2,11.1,,20.5,,1,0.7,14,9.2,78,51.3,55,36.2,4,2.6,152
2016,경기도교육청,운산고등학교,고등학교,공립,N,,2학년,여자,40.7,,,16.6,,,,25.9,9.6,,20.8,,12,7.9,57,37.7,59,39.1,21,13.9,2,1.3,151
2016,경기도교육청,운산고등학교,고등학교,공립,N,,2학년,남자,65.8,,,8.9,,,,39.4,7.6,,21.2,,2,1.3,61,38.4,68,42.8,25,15.7,3,1.9,159
2016,경기도교육청,운산고등학교,고등학교,공립,N,,1학년,여자,38,,52.4,15.7,,,36.7,25.3,9.9,154,21,,15,9.9,60,39.7,57,37.7,16,10.6,3,2,151
2016,경기도교육청,운산고등학교,고등학교,공립,N,,3학년,남자,47.6,,,10.7,,,,41.6,8.1,,22,,3,1.9,34,21.9,69,44.5,46,29.7,3,1.9,155
2016,경기도교육청,진성고등학교,고등학교,사립,N,,1학년,남자,69,,79.5,11.4,,37.3,,36.2,8.6,190.6,22,,0,0,24,14.9,118,73.3,18,11.2,1,0.6,161
2016,경기도교육청,진성고등학교,고등학교,사립,N,,1학년,여자,,,50.8,17.7,,28.9,,,,126.6,,,0,0,1,0.7,79,54.9,59,41,5,3.5,144
2016,경기도교육청,진성고등학교,고등학교,사립,N,,2학년,남자,,7.38,75.7,10.1,,40.7,,43.7,,193.5,21.9,,1,0.6,41,26.5,74,47.7,34,21.9,5,3.2,155
2016,경기도교육청,진성고등학교,고등학교,사립,N,,2학년,여자,,7.46,,17.8,,28.7,,,,125,21.5,,2,1.4,46,32.9,71,50.7,19,13.6,2,1.4,140
2016,경기도교육청,진성고등학교,고등학교,사립,N,,3학년,남자,,7.36,,9.6,,30.7,,,,194.2,22.2,,0,0,22,13.8,78,48.8,54,33.8,6,3.8,160
2016,경기도교육청,진성고등학교,고등학교,사립,N,,3학년,여자,,7.37,,17.6,,31.6,,,,129.3,23.3,,8,5.1,54,34.4,71,45.2,22,14,2,1.3,157
2016,경기도광명교육지원청,철산중학교,중학교,공립,N,,1학년,남자,49.4,,,6.7,,,,27.4,8.9,,21.5,,7,2.8,87,34.5,130,51.6,24,9.5,4,1.6,252
2016,경기도광명교육지원청,철산중학교,중학교,공립,N,,1학년,여자,33.3,,,13.3,,,,24.1,9.8,,20.1,,10,4.2,124,52.1,96,40.3,8,3.4,0,0,238
2016,경기도광명교육지원청,철산중학교,중학교,공립,N,,2학년,남자,42.7,,,7.7,,,,33.4,8.5,,21.8,,4,1.5,88,32.6,133,49.3,44,16.3,1,0.4,270
