진료년도,성별,입원외래구분,행위코드,환자수,명세서청구건수,의료행위총사용량,의료행위청구금액
2023,여,입원,IA102,3,3,3,31590
2023,여,입원,IA103,12,12,12,126360
2023,여,입원,IA110,2,2,2,8100
2023,여,입원,IA120,6,6,6,48990
2023,여,입원,IA221,52133,56591,56621,3156134130
2023,여,입원,IA222,1799,1822,1822,87930620
2023,여,입원,IA230,1,1,1,47420
2023,여,입원,IA231,74,76,76,3176120
2023,여,입원,IA232,1,1,1,36190
2023,여,입원,IA400,18,19,19,515850
2023,여,입원,IA401,39,51,51,946560
2023,여,입원,IA410,41,42,42,1140300
2023,여,입원,IA510,47,47,47,7809520
2023,여,입원,IA511,12,13,13,2160080
2023,여,입원,IA520,78,178,259,7617190
2023,여,입원,IA551,1,3,75,5356500
2023,여,입원,IA800,17,17,17,146710
2023,여,입원,IA801,3495,6890,224321,753718560
2023,여,입원,IA802,7796,23798,1488217,11197344708
2023,여,입원,IA803,9617,28307,4692220,83390433592
2023,여,입원,IA810,837,849,849,41524590
2023,여,입원,IA811,5997,6209,6215,379922950
2023,여,입원,IA820,93,111,112,3969280
2023,여,입원,IA821,2972,4046,4051,179459300
2023,여,입원,IA825,1630,1658,1658,120387380
2023,여,입원,IA830,6078,22833,22860,1676552400
2023,여,입원,IA840,3457,5462,5479,255869300
2023,여,입원,IA845,394,817,820,53570600
2023,여,입원,IA850,143,143,143,14573130
2023,여,입원,IA851,198,199,208,4902144
2023,여,입원,IA852,11,11,11,553872
2023,여,입원,IA860,79,80,80,6218880
2023,여,입원,IA871,373,374,374,18292340
2023,여,입원,IA875,1,1,1,31170
2023,여,입원,IA901,3553,3991,4000,92756860
2023,여,입원,IA902,1021,1089,1089,25268220
2023,여,입원,IA903,759,1055,1055,24458500
2023,여,입원,IA908,1,2,2,46360
2023,여,입원,IA909,19,31,31,718580
2023,여,입원,IA910,639,698,703,7156730
2023,여,입원,IA911,232,252,254,20007580
2023,여,입원,IA912,54,55,55,4332350
2023,여,입원,IA913,36,55,55,4332350
2023,여,입원,IA917,1,1,1,78770
2023,여,입원,IA920,323,375,391,3343530
2023,여,입원,IA921,357,386,386,27628720
2023,여,입원,IA922,46,51,51,3650070
2023,여,입원,IA923,22,25,25,1789250
2023,여,입원,IA927,3,3,3,214710
2023,여,입원,IA930,4461,6951,7161,48623310
2023,여,입원,IA931,3454,3775,3794,244074070
2023,여,입원,IA932,1398,1525,1528,98296240
2023,여,입원,IA933,1212,1849,1849,118946170
2023,여,입원,IA934,1,1,1,12060
2023,여,입원,IA935,1,1,1,12060
2023,여,입원,IA936,21,39,39,470340
2023,여,입원,IA937,3,3,3,192990
2023,여,입원,IA938,2,2,2,128660
2023,여,입원,IA939,37,64,65,4194120
2023,여,입원,IA940,55,90,92,549240
2023,여,입원,IA941,144,158,158,10578100
2023,여,입원,IA942,63,67,67,4485650
2023,여,입원,IA943,49,67,67,4485650
2023,여,입원,IA951,61,92,94,23414460
2023,여,입원,IA952,23,37,330,67501500
2023,여,입원,IA953,44,55,299,47633690
2023,여,입원,IA955,19,22,88,14259520
2023,여,입원,IA957,49,73,541,54792480
2023,여,입원,IA971,5366,10423,36853,2143739010
2023,여,입원,IA972,10338,14337,62856,2812806000
2023,여,입원,IA973,100,152,2905,168983850
2023,여,입원,IA974,50,89,1713,76656750
2023,여,입원,IB004,1318,1697,26317,824311570
2023,여,입원,IB005,300,374,4939,136584450
2023,여,입원,IB006,1535,2467,26274,632677920
2023,여,입원,IB091,28472,41503,279512,374546080
2023,여,입원,IB095,49792,73324,405569,263619850
2023,여,입원,IB096,57013,84070,536408,370121520
2023,여,입원,IB097,77058,118034,763467,626042940
2023,여,입원,IB098,28152,40254,289852,234837900
2023,여,입원,IB101,14562,17732,115561,154851740
2023,여,입원,IB102,33791,44142,253404,164712600
2023,여,입원,IB103,237373,360133,2372904,783058320
2023,여,입원,IB110,6,7,8,329520
2023,여,입원,IB120,385,385,407,10561650
2023,여,입원,IB130,1,1,1,27840
2023,여,입원,IB151,906,925,925,27111750
2023,여,입원,IB152,684,699,700,15827000
2023,여,입원,IB160,883,902,902,72042740
2023,여,입원,IB171,109,111,111,3142410
2023,여,입원,IB181,355,363,363,10937190
2023,여,입원,IB182,1,1,1,10550
2023,여,입원,IB183,1,1,1,13720
2023,여,입원,IB184,90,223,223,2352480
2023,여,입원,IB185,1,3,3,220020
2023,여,입원,IB201,1063,1251,2850,165775246
2023,여,입원,IB211,1644,2091,32897,778722390
2023,여,입원,IB212,359,475,6299,120801150
2023,여,입원,IB213,1311,2208,23488,364768640
2023,여,입원,IB221,367,427,1646,97986720
2023,여,입원,IB222,121,132,755,41358900
2023,여,입원,IB223,613,726,1550,78151000
2023,여,입원,IB250,629,699,718,33832160
2023,여,입원,IB260,625,695,714,11595360
2023,여,입원,IB290,1,1,1,7580
2023,여,입원,IB311,36,1263,1678,97609260
2023,여,입원,IB312,40,330,3805,195386750
2023,여,입원,IB313,488,6306,29586,1310068080
2023,여,입원,IB314,121,4865,8620,369508730
2023,여,입원,IB321,19,103,445,20278650
2023,여,입원,IB322,21,69,150,6033000
2023,여,입원,IB323,287,1050,2686,93069900
2023,여,입원,IB324,65,226,382,12857430
2023,여,입원,IB331,19,190,193,6363210
2023,여,입원,IB332,11,21,29,843900
2023,여,입원,IB333,315,1375,4068,102066120
2023,여,입원,IB334,63,311,514,12515900
2023,여,입원,IB420,119,149,171,4437450
2023,여,입원,IB450,1745,2293,2533,104332260
2023,여,입원,IB460,1967,3369,4644,120508440
2023,여,입원,IB470,1,1,1,27840
2023,여,입원,IB510,8,8,8,329520
2023,여,입원,IB511,2,2,2,82380
2023,여,입원,IB520,79,106,120,3114000
2023,여,입원,IB530,1,1,1,27840
2023,여,입원,IB560,40,90,119,3088050
2023,여,입원,IB610,11,14,14,576660
2023,여,입원,IB620,143,181,487,12638630
2023,여,입원,IB630,2,2,2,55680
2023,여,입원,IB901,160,331,336,43811952
2023,여,입원,IB902,74,128,131,19421951
2023,여,입원,IB910,104,136,142,15258726
2023,여,입원,IB921,5,5,5,340860
2023,여,입원,IB931,10,10,10,787100
2023,여,입원,IB932,6,6,6,466020
2023,여,입원,IB933,76,81,81,7662600
2023,여,입원,IB935,13,42,42,2313780
2023,여,입원,IB936,2,2,2,108740
2023,여,입원,IB937,35,55,55,3642100
2023,여,입원,IB940,20,71,444,1511160
2023,여,입원,IB950,207,7285,37129,282262638
2023,여,입원,IB960,60,1453,41271,743421277
2023,여,입원,IB961,265,12300,239236,5618109174
2023,여,입원,IC001,13,13,13,47360
2023,여,입원,ID020,46,47,56,4136720
2023,여,입원,ID030,124,129,129,3031500
2023,여,입원,ID040,124,129,129,6159750
2023,여,입원,ID120,108,108,109,2828550
2023,여,입원,ID210,1,1,1,41190
2023,여,입원,ID220,766,1623,2183,56648850
2023,여,입원,ID400,2,2,4,680000
2023,여,입원,ID401,1,1,4,520000
2023,여,입원,ID413,4,4,18,720000
2023,여,입원,IE001,4,4,9,225000
2023,여,입원,IE121,1,1,1,73820
2023,여,입원,IM006,1802,5880,122295,7078211448
2023,여,입원,IM008,1301,4147,133716,2445398208
2023,여,입원,IM009,1590,4726,109566,4196144268
2023,여,입원,IM010,1774,3539,40512,35488512
2023,여,입원,IM011,827,1319,18723,17974080
2023,여,입원,IM012,64,112,1831,2526780
2023,여,입원,IM015,417,762,8563,3801516
2023,여,입원,IM020,442,862,8939,11154624
2023,여,입원,IM031,13,31,197,6638112
2023,여,입원,IM035,3,4,6,234576
2023,여,입원,IM042,97,233,2063,4951200
2023,여,입원,IM044,4,13,140,977760
2023,여,입원,IM047,5,7,122,2869440
2023,여,입원,IM048,68,195,2566,94654608
2023,여,입원,IM052,8,13,96,687744
2023,여,입원,IM060,88,223,3643,21420840
2023,여,입원,IM061,41,62,971,5709480
2023,여,입원,IM070,1529,2798,37537,146394300
2023,여,입원,IM080,1527,2971,31509,122865612
2023,여,입원,IM085,106,197,2366,13798512
2023,여,입원,IM101,3,3,15,83880
2023,여,입원,IM102,1094,2055,65847,576029556
2023,여,입원,IM105,5319,19317,1108978,24246787185
2023,여,입원,IM111,105,214,1055,5380500
2023,여,입원,IM112,1087,3487,86967,869322132
2023,여,입원,IM113,5835,19786,1188259,17196361212
2023,여,입원,IM114,4016,10876,369548,5343675746
2023,여,입원,IM120,19,27,260,5622240
2023,여,입원,IM122,3048,6547,289463,17846349072
2023,여,입원,IM141,2095,7013,243901,4261462441
2023,여,입원,IM151,4829,16821,684788,12170047620
2023,여,입원,IM170,59,156,1695,7098660
2023,여,입원,IM190,320,562,7924,50776992
2023,여,입원,IM290,214,344,5220,41780880
2023,여,입원,IM300,10,25,356,273408
2023,여,입원,IM301,4815,13660,871793,15472457976
2023,여,입원,IM302,5989,16072,1034557,17554383961
2023,여,입원,IM303,2,4,17,34272
2023,여,입원,IM360,5,11,128,6429696
2023,여,입원,IM420,14,43,704,11953920
2023,여,입원,IM430,8,18,285,4524660
2023,여,입원,IM440,3,10,266,15484392
2023,여,입원,IM453,3,8,392,19394592
2023,여,입원,IM460,1,2,38,1353408
2023,여,입원,IN006,241,8180,25009,926630435
2023,여,입원,IN008,9,263,697,13404162
2023,여,입원,IN009,92,2489,6137,226182152
2023,여,입원,IN010,1,1,3,2628
2023,여,입원,IN020,3,8,116,150800
2023,여,입원,IN048,47,285,888,33497378
2023,여,입원,IN060,1,1,3,17640
2023,여,입원,IN070,1,1,3,11700
2023,여,입원,IN080,1,1,14,56875
2023,여,입원,IN105,320,13473,108277,2407563443
2023,여,입원,IN112,101,6038,26853,268422588
2023,여,입원,IN113,221,6408,51294,772634382
2023,여,입원,IN114,109,2528,7887,114046020
2023,여,입원,IN122,63,1176,3096,125160000
2023,여,입원,IN141,177,6167,18271,323994260
2023,여,입원,IN151,141,2472,11316,202233465
2023,여,입원,IN301,266,7946,47209,844114722
2023,여,입원,IN302,95,1423,11263,194538120
2023,여,입원,IN303,10,19,173,348768
2023,여,입원,IN430,6,43,124,1968624
2023,여,입원,IN460,1,1,8,296800
2023,여,입원,J0041,61877,323651,897626.59,5753211343
2023,여,입원,J0042,7198,9476,84127,1025779570
2023,여,입원,J0043,7862,19972,162212,622114718
2023,여,입원,J1010,67386,76562,77121.75,21807386
2023,여,입원,J1011,33,35,35,10479
2023,여,입원,J1020,163927,176497,177786.19,63099216
2023,여,입원,J1030,639279,715635,718867.21,296406951
2023,여,입원,J1040,159626,175493,176637.8,88257157
2023,여,입원,J1050,428560,469465,473294.66,246335159
2023,여,입원,J1060,78805,83840,85689.25,49540762
2023,여,입원,J1070,818425,952241,996523.7,627148518
2023,여,입원,J1080,70012,74675,76263.05,52740016
2023,여,입원,J1090,37509,38817,39695.55,29934846
2023,여,입원,J1100,112913,120580,122898.6,100506895
2023,여,입원,J1110,28285,31385,31902.3,27581885
2023,여,입원,J1116,64174,77585,78686.5,102502021
2023,여,입원,J1120,36665,41435,41981.15,39047425
2023,여,입원,J1121,64851,93078,94774.7,138593717
2023,여,입원,J1126,195061,228534,239421.15,390628909
2023,여,입원,J1130,32301,36021,36740.4,35962736
2023,여,입원,J1131,33129,35230,35716.3,71416297
2023,여,입원,J1140,352592,400796,421418,436191387
2023,여,입원,J1141,9055,9635,9719.3,22588801
2023,여,입원,J1150,66233,71196,73401.8,81611921
2023,여,입원,J1151,17583,19460,20039,52031351
2023,여,입원,J1160,6,6,6,32138
2023,여,입원,J1161,2668,2853,2873,8583974
2023,여,입원,J1171,1108,1137,1141,3815811
2023,여,입원,J1181,18974,20441,20745.2,73572058
2023,여,입원,J1191,4248,4468,4521.3,18914863
2023,여,입원,J1500,18997,22213,22339.6,6231772
2023,여,입원,J1600,255806,319545,320899.7,44379306
2023,여,입원,J1700,1205,1372,1411.3,396090
2023,여,입원,J2000,2634384,5402632,62142878.329,113581331685
2023,여,입원,J2001,1357,1505,2731.15,5238320
2023,여,입원,J5010,3614,5045,7346.5,3986734
2023,여,입원,J5011,9,9,11.25,6038
2023,여,입원,J5020,288,293,370.88,246229
2023,여,입원,J5030,1035,1103,1449.21,1092685
2023,여,입원,J5040,231,270,353.39,302262
2023,여,입원,J5050,972,1037,1385.71,1332960
2023,여,입원,J5060,82,84,115.25,124674
2023,여,입원,J5070,3560,3996,5702.772,6672067
2023,여,입원,J5080,151,171,220.85,286012
2023,여,입원,J5090,68,73,95.35,132864
2023,여,입원,J5100,522,534,709,1075420
2023,여,입원,J5110,38,39,48.7,79393
2023,여,입원,J5116,318,337,443.09,1059850
2023,여,입원,J5120,94,110,139.8,245903
2023,여,입원,J5121,1117,1306,1765.12,4738105
2023,여,입원,J5126,6212,9599,13714.27,41598703
2023,여,입원,J5130,46,50,64.3,116458
2023,여,입원,J5131,1558,2086,3004.57,11027314
2023,여,입원,J5140,8206,10062,15080.03,29259413
2023,여,입원,J5141,828,972,1338.41,5709561
2023,여,입원,J5150,553,600,823.2,1691912
2023,여,입원,J5151,3120,4499,6492.86,31740635
2023,여,입원,J5161,1420,1888,2806.14,15529568
2023,여,입원,J5171,232,253,379.79,2307080
2023,여,입원,J5181,2979,4292,6138.86,41284282
2023,여,입원,J5191,3479,5190,7727.47,60193744
2023,여,입원,J5500,2807,3790,5172.93,2714253
2023,여,입원,J5600,2686,3666,5011.54,1315834
2023,여,입원,J5700,502,642,831.01,435209
2023,여,입원,JA100,3160,3165,3168,1742400000
2023,여,입원,JA101,6431,6442,6450,3547500000
2023,여,입원,JA102,2504,2507,2510,1380500000
2023,여,입원,JA103,2170,2175,2179,239690000
2023,여,입원,KK010,1514372,2398591,13305372.78,20526184892
2023,여,입원,KK020,338062,434331,1369854.7,2974791284
2023,여,입원,KK031,2235,2289,2780,51305374
2023,여,입원,KK032,79,85,247,3943916
2023,여,입원,KK033,7020,7207,10731.75,112425465
2023,여,입원,KK041,8,8,18,86932
2023,여,입원,KK042,423,429,606,3602146
2023,여,입원,KK043,35,40,41.3,14438
2023,여,입원,KK044,6,7,15,65088
2023,여,입원,KK045,18992,19205,20027.3,83885189
2023,여,입원,KK046,1,1,1,6422
2023,여,입원,KK047,4,4,7,36418
2023,여,입원,KK051,696099,1086513,10210754.49,20460081697
2023,여,입원,KK052,2605281,4299805,47118235.431,161126635805
2023,여,입원,KK053,2199840,3239050,16043911.55,65385867530
2023,여,입원,KK054,2424547,3672841,26509156.939,39750076417
2023,여,입원,KK056,511083,625763,1268310.01,1337074366
2023,여,입원,KK057,1500,1698,5213,10680770
2023,여,입원,KK058,415823,576891,3577666.68,7604010259
2023,여,입원,KK059,2808958,4278367,19017084.038,8188835289
2023,여,입원,KK061,6329,7123,17746.9,214168795
2023,여,입원,KK062,10316,11737,23716.38,245779777
2023,여,입원,KK070,249,250,288,10566358
2023,여,입원,KK081,1370,2415,3340.4,141676005
2023,여,입원,KK082,32,34,74,2479230
2023,여,입원,KK083,20,21,38,5152276
2023,여,입원,KK090,62443,72389,137126.195,2230829713
2023,여,입원,KK100,2296,2442,6312.75,184757874
2023,여,입원,KK110,9440,10996,17161.6,71769883
2023,여,입원,KK120,1453,1615,1963,29540576
2023,여,입원,KK130,14363,16084,20132.35,184087205
2023,여,입원,KK135,656,658,701.26,5697404
2023,여,입원,KK140,692,767,1138.08,13739531
2023,여,입원,KK151,6335,26680,32924.85,177257542
2023,여,입원,KK152,13797,58082,95570.25,445189281
2023,여,입원,KK153,57066,305148,717459.49,4400169635
2023,여,입원,KK154,10891,57290,113274.2,819737127
2023,여,입원,KK155,140,212,369,6479164
2023,여,입원,KK156,3167,9350,17143.75,42402711
2023,여,입원,KK157,592,1116,2491.8,6694933
2023,여,입원,KK158,20773,90056,175712,372491410
2023,여,입원,KK159,581,1638,2419,2587300
2023,여,입원,KK160,21291,22197,23889.6,588916009
2023,여,입원,KK161,117,119,328,643329
2023,여,입원,KK162,1497,1529,3563,12391323
2023,여,입원,KK163,1813,1867,3383,13863774
2023,여,입원,KK164,37,38,155,150968
2023,여,입원,KK165,199,202,2054,3547635
2023,여,입원,KK166,117,120,315,641638
2023,여,입원,KZ001,1,1,1,0
2023,여,입원,L0101,39937,41553,42439.55,4030321796
2023,여,입원,L0102,5937,6128,6289.25,498845682
2023,여,입원,L0103,47261,49532,51426.75,6400260571
2023,여,입원,L0104,27608,28735,90810.65,2638157295
2023,여,입원,L0800,5428,5960,8047.33,15149375
2023,여,입원,L0901,136,138,152.73,718121
2023,여,입원,L0902,41,41,49,236862
2023,여,입원,L0903,2633,2927,3969.98,18457374
2023,여,입원,L0904,12,12,15.15,93300
2023,여,입원,L0905,3302,3643,4874.23,29291557
2023,여,입원,L1211,538945,571944,588057.75,92774425308
2023,여,입원,L1212,81696,87076,91349.33,12532093328
2023,여,입원,L1213,217507,229487,248742.15,28790920927
2023,여,입원,L1214,78957,79433,80269.2,10147995936
2023,여,입원,L1215,102489,107999,110344.1,14072770949
2023,여,입원,L1216,5011,5098,5620,714401316
2023,여,입원,L1221,231943,241415,1373432.73,41034254188
2023,여,입원,L1222,21166,21797,69941.2,1531306216
2023,여,입원,L1223,160094,166593,677052,13391134774
2023,여,입원,L1224,12075,12285,58010,1116573091
2023,여,입원,L1225,60331,62497,183082.15,3503813038
2023,여,입원,L1226,4246,4323,26739,536761939
2023,여,입원,L1231,206703,218282,1629910.1,65390247455
2023,여,입원,L1232,4294,4442,17628,548831803
2023,여,입원,L1310,821380,886188,933114.72,2892902226
2023,여,입원,L1320,25490,26443,27262.7,2300116105
2023,여,입원,L1330,111588,117135,121603,7231139716
2023,여,입원,L1340,109275,113580,98846.51,318161009
2023,여,입원,L1350,77321,80349,73011.4,233988075
2023,여,입원,L7240,5,5,11.2,685328
2023,여,입원,L7990,86014,89889,92669,10949768440
2023,여,입원,L7991,3290,3446,3764,442668630
2023,여,입원,LA201,5283,5543,6257.5,418407386
2023,여,입원,LA202,4294,4530,5812,124119836
2023,여,입원,LA203,8219,8708,22021,480995728
2023,여,입원,LA204,60555,62995,67093.35,2308096768
2023,여,입원,LA205,544760,583791,649645.45,8019404487
2023,여,입원,LA206,585711,629802,1420966.2,15959796688
2023,여,입원,LA210,6,7,7,355183
2023,여,입원,LA221,1,1,1,30464
2023,여,입원,LA222,731,810,1004.35,93090149
2023,여,입원,LA223,484,556,3604.5,83900711
2023,여,입원,LA224,2,2,2,463190
2023,여,입원,LA225,28,28,92,2178855
2023,여,입원,LA226,200,210,223,16489642
2023,여,입원,LA227,363,372,456,10455710
2023,여,입원,LA228,1181,1338,1632,88088628
2023,여,입원,LA232,3353,3805,4944.92,155885332
2023,여,입원,LA233,6,7,7,235656
2023,여,입원,LA234,413,415,611.9,53824393
2023,여,입원,LA235,10055,10234,14095.2,606542478
2023,여,입원,LA241,4826,5471,11372.59,309691629
2023,여,입원,LA242,87,92,156.5,3884819
2023,여,입원,LA243,266,303,492.5,12272518
2023,여,입원,LA244,4,6,9,223510
2023,여,입원,LA245,1468,1692,2355.11,60608807
2023,여,입원,LA246,1,1,1,24898
2023,여,입원,LA247,17958,20907,32348.032,910134984
2023,여,입원,LA248,4233,4679,10471.8,295439749
2023,여,입원,LA249,286,348,651.25,17488951
2023,여,입원,LA251,2500,2842,4974.49,189937052
2023,여,입원,LA253,2649,2880,4480.05,337038512
2023,여,입원,LA261,2638,3111,5836.18,175778285
2023,여,입원,LA264,84,90,118.5,19754962
2023,여,입원,LA265,3,3,3,502548
2023,여,입원,LA270,90,96,145.55,3768526
2023,여,입원,LA271,1246,1282,1311.3,33809848
2023,여,입원,LA272,17683,20112,27666.18,777208169
2023,여,입원,LA273,884,1014,1061.16,27079966
2023,여,입원,LA274,26335,29595,37812.367,1073252918
2023,여,입원,LA275,2290,2531,3243.83,87251787
2023,여,입원,LA276,2778,2885,3271.55,84536118
2023,여,입원,LA321,8376,9356,11949.08,897172433
2023,여,입원,LA322,37297,41461,52465.23,2258572169
2023,여,입원,LA323,15,15,20,1017450
2023,여,입원,LA324,3,4,5,107100
2023,여,입원,LA326,7,7,10,1368146
2023,여,입원,LA330,1,1,1,81692
2023,여,입원,LA340,60,72,96.3,9642890
2023,여,입원,LA341,1405,1669,4299.98,246771208
2023,여,입원,LA346,6793,7782,9174.91,252761069
2023,여,입원,LA347,6779,7342,9510.03,239050904
2023,여,입원,LA352,877,919,1467.73,99897037
2023,여,입원,LA353,2064,2269,4301.74,331087867
2023,여,입원,LA354,28716,31274,51841.4,3814229466
2023,여,입원,LA355,4038,4483,7844.59,564523174
2023,여,입원,LA356,52,52,86.15,6659490
2023,여,입원,LA357,13938,16656,41100.957,2201851738
2023,여,입원,LA358,34814,38273,115140.595,8574346309
2023,여,입원,LA359,5417,5857,12779.63,1008382195
2023,여,입원,LA361,161,207,679,81622072
2023,여,입원,LA362,71,75,113.5,13463981
2023,여,입원,LA366,264,264,266,43740778
2023,여,입원,LA367,69,75,83.8,10638013
2023,여,입원,LA371,1309,1370,1417.5,85565378
2023,여,입원,LA372,905,919,1932,43905196
2023,여,입원,LA373,10307,10597,14286.5,838735648
2023,여,입원,LA374,10297,10585,24925,569348594
2023,여,입원,LA375,4447,4502,4561,269096394
2023,여,입원,LA376,4717,4780,9161.5,208647081
2023,여,입원,LA377,27,27,27,667934
2023,여,입원,LA378,147,154,201,4444801
2023,여,입원,LA379,615,628,654,15580502
2023,여,입원,LB320,1,1,1,130776
2023,여,입원,LB331,21,24,39,8920665
2023,여,입원,LB333,83,86,98,18598509
2023,여,입원,LB336,1,1,2,414180
2023,여,입원,LB344,9,9,16,1893404
2023,여,입원,LB345,2,2,3,314629
2023,여,입원,LB351,2,2,2,339606
2023,여,입원,LB353,113,121,175.5,51912061
2023,여,입원,LB354,8,9,12.5,3356717
2023,여,입원,LB412,1,1,1,234702
2023,여,입원,LB413,11,12,17.5,4173986
2023,여,입원,LX001,27976,28982,29974.65,3945301244
2023,여,입원,LX071,3,3,4,122329
2023,여,입원,LY051,3,3,3,573261
2023,여,입원,LY052,3,3,22,644644
2023,여,입원,LZ001,1,1,1,50000
2023,여,입원,M0031,1897,1933,2193.9,177101462
2023,여,입원,M0032,1487,1532,1620.65,86429948
2023,여,입원,M0040,1006079,1418359,6828593.21,61815093809
2023,여,입원,M0045,291933,429505,4675965.419,27601446860
2023,여,입원,M0046,48790,61969,272216.45,7500187645
2023,여,입원,M0050,222416,282162,546362.11,5183401220
2023,여,입원,M0060,572506,773674,984833.35,13687653817
2023,여,입원,M0065,70,100,104.5,20291477
2023,여,입원,M0073,431,469,1065,9269368
2023,여,입원,M0074,18243,21682,30351.44,443784387
2023,여,입원,M0075,444,519,1049.1,15735803
2023,여,입원,M0076,15347,19726,65915.55,736187778
2023,여,입원,M0077,216227,314571,637360.7,4645232192
2023,여,입원,M0078,6469,7849,16714.15,192097840
2023,여,입원,M0083,1,1,1,16560
2023,여,입원,M0111,995865,1551452,10446080.86,66769291197
2023,여,입원,M0115,35400,41624,348814.67,2657171085
2023,여,입원,M0116,247168,399803,1897790.13,13209430293
2023,여,입원,M0121,81030,212410,3458009.96,40937511371
2023,여,입원,M0125,6345,7631,47158.8,628383574
2023,여,입원,M0126,24191,31604,206527.09,2675408225
2023,여,입원,M0131,6609,21077,256184.25,2582686354
2023,여,입원,M0134,376857,446475,2173973.45,11670816469
2023,여,입원,M0135,25652,30306,614620.4,9239483364
2023,여,입원,M0136,24789,31434,365553.35,4900214625
2023,여,입원,M0137,65519,153445,2128353.03,26087638676
2023,여,입원,M0141,79809,81647,193691,429984737
2023,여,입원,M0143,191960,646122,12064429.13,111207099391
2023,여,입원,M0145,58160,69689,1383564.8,18778235764
2023,여,입원,M0146,61876,77420,1159392.4,11624711195
2023,여,입원,M0151,276871,527082,5959117.1,37481920826
2023,여,입원,M0153,17017,87359,337624.5,4698522362
2023,여,입원,M0155,73254,135297,429656.85,7868150718
2023,여,입원,M0581,327,347,1298,47405692
2023,여,입원,M0582,868,982,5196.25,473265725
2023,여,입원,M0583,586,675,2877.9,710254574
2023,여,입원,M0586,1727,1974,11044,281703073
2023,여,입원,M0587,2271,2843,15224.9,943466319
2023,여,입원,M0588,555,724,3979.2,638813256
2023,여,입원,M0651,564,565,567,1812839031
2023,여,입원,M0652,557,558,559,301199375
2023,여,입원,M0653,2,2,2,736346
2023,여,입원,M0654,313,314,313,312931926
2023,여,입원,M0655,98,98,98,53178714
2023,여,입원,M0657,31,31,30.5,59101876
2023,여,입원,M0658,98,98,98,316132016
2023,여,입원,M0659,74,74,74,74217070
2023,여,입원,M0850,71,73,86,8215425
2023,여,입원,M0857,153,161,186,28847425
2023,여,입원,M0858,196,202,261,81016101
2023,여,입원,M0859,253,305,1001,42456533
2023,여,입원,M0860,421,472,3814,1280717865
2023,여,입원,M1583,6903,7010,7525.1,1841564796
2023,여,입원,M1584,4622,4641,4712.25,1520831700
2023,여,입원,M1585,1903,1912,1918.5,740573655
2023,여,입원,M1586,696,698,699.5,315402294
2023,여,입원,M1587,635,640,642,457194849
2023,여,입원,M1661,7691,7979,9290.85,17249616427
2023,여,입원,M1662,2753,2898,3336.75,6356995141
2023,여,입원,M1663,76,85,103,167235906
2023,여,입원,M1664,110,117,134.15,213359769
2023,여,입원,M1665,77,78,84.45,130504099
2023,여,입원,M1666,27,27,30.9,49450826
2023,여,입원,M1667,41,46,51.4,87659175
2023,여,입원,M1668,5,5,5,8813280
2023,여,입원,M1669,11,11,12.5,17415042
2023,여,입원,M1671,1,1,1,1048931
2023,여,입원,M1672,4,8,9,12195521
2023,여,입원,M1673,359,370,415.1,484872326
2023,여,입원,M1674,58,63,70,91761020
2023,여,입원,M1675,76,78,90,127538754
2023,여,입원,M1771,81,82,87.5,27992105
2023,여,입원,M1772,64,71,73,34166448
2023,여,입원,M1773,147,153,185.15,64625639
2023,여,입원,M1774,92,111,115.6,59644634
2023,여,입원,M1775,7,7,11,3240581
2023,여,입원,M1777,563,571,804.5,355333073
2023,여,입원,M1778,32,35,41,17088578
2023,여,입원,M5830,16,56,79,6391873
2023,여,입원,M5850,14724,15758,17940.15,1039295860
2023,여,입원,M5851,1,1,1,22164
2023,여,입원,M5857,15909,17549,21792.05,1753226158
2023,여,입원,M5858,16127,18759,33215.1,4669776954
2023,여,입원,M5859,34092,40473,47188.9,2797817120
2023,여,입원,M5860,27789,37728,321345.15,51339087087
2023,여,입원,M5861,40,40,483,8253964
2023,여,입원,M5862,9,9,146,2991203
2023,여,입원,M5873,711,717,722.5,87679189
2023,여,입원,M5874,729,729,733,117010953
2023,여,입원,M5875,346,346,344.5,68630160
2023,여,입원,M5876,166,166,165.5,39996780
2023,여,입원,M5877,177,178,177.25,70211230
2023,여,입원,M5880,6205,6605,7385.15,964422340
2023,여,입원,M5901,1068,1097,1159.37,95100647
2023,여,입원,M5902,10366,11543,13478.7,1342329881
2023,여,입원,M5903,6166,6705,7653,385855328
2023,여,입원,M5910,220,230,275,26311945
2023,여,입원,M5920,5453,6762,46880.45,1139734470
2023,여,입원,M5941,770,800,837,76789348
2023,여,입원,M5942,27687,32212,46453.9,839365495
2023,여,입원,M5951,6302,6462,6796.15,162525870
2023,여,입원,M5952,249,249,253,11869570
2023,여,입원,M5953,475,482,516.25,12877913
2023,여,입원,M5961,3,3,3,240163
2023,여,입원,M5970,1543,1617,7419.5,671042235
2023,여,입원,M5980,82,84,89,2694616
2023,여,입원,M5990,8,9,9,4629456
2023,여,입원,M5991,8,8,22,6742450
2023,여,입원,M6000,1238,1531,1728,106763623
2023,여,입원,M6510,228,229,264.1,272735381
2023,여,입원,M6511,37,38,38.2,26550095
2023,여,입원,M6513,38,38,53,100741070
2023,여,입원,M6521,23,23,23,18947856
2023,여,입원,M6522,30,30,28,20653496
2023,여,입원,M6531,89,91,95.5,132859097
2023,여,입원,M6532,9,10,10.7,30887202
2023,여,입원,M6533,64,67,70.9,170671881
